Australian Bureau of Statistics

"2016 Census - Employment, Income and Education"
"SSC (UR) by OCCP - 1 Digit Level"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"OCCP - 1 Digit Level","Managers","Professionals","Technicians and Trades Workers","Community and Personal Service Workers","Clerical and Administrative Workers","Sales Workers","Machinery Operators and Drivers","Labourers","Inadequately described","Not stated","Not applicable","Total",
"Birdwood (NSW)",8,3,0,0,0,0,0,0,0,0,30,43,
"Birganbigil",16,0,0,0,0,0,0,0,0,0,26,51,
"Birmingham Gardens",49,185,105,147,78,109,77,116,7,0,1497,2374,
"Birriwa",16,4,0,0,0,0,0,0,0,0,33,54,
"Birrong",93,227,180,120,176,118,112,153,13,16,1888,3104,
"Bishops Bridge",17,24,23,13,7,4,14,13,0,0,128,249,
"Bithramere",23,13,14,0,20,9,8,5,0,0,78,174,
"Black Creek (Port Macquarie-Hastings - NSW)",4,4,0,5,6,5,0,0,0,0,26,50,
"Black Creek (Snowy Valleys - NSW)",0,0,0,0,0,0,0,0,0,0,17,21,
"Black Head",30,55,37,40,33,30,7,19,3,3,587,853,
"Black Hill (NSW)",43,66,40,20,35,22,6,21,0,0,303,561,
"Black Hollow",8,3,0,0,0,0,0,0,0,0,6,19,
"Black Mountain (NSW)",42,28,16,8,15,9,8,18,5,5,163,308,
"Black Range (NSW)",9,12,10,6,16,13,4,15,5,0,109,202,
"Black Springs (NSW)",26,3,16,6,3,6,9,6,0,0,144,224,
"Blackalls Park",78,182,210,149,144,132,100,143,13,9,1592,2756,
"Blackbutt (NSW)",138,251,251,171,245,220,114,150,12,3,1734,3298,
"Blackett",29,57,131,96,136,94,235,193,11,16,2440,3446,
"Blackheath",234,545,239,200,202,142,86,168,9,6,2558,4395,
"Blackmans Flat",0,4,0,0,3,0,0,0,0,0,21,26,
"Blackmans Point",12,11,4,3,7,3,4,8,0,0,113,168,
"Blacksmiths",73,86,147,88,104,86,58,93,10,4,1099,1843,
"Blacktown",1677,3497,2810,2219,3199,1895,2633,2555,243,213,26240,47172,
"Blackville",25,3,0,4,8,3,0,4,0,0,75,114,
"Blackwall (NSW)",90,121,136,94,111,83,41,85,5,7,1121,1892,
"Blair Athol (NSW)",126,307,176,129,250,166,131,154,22,13,1411,2881,
"Blairmount",20,27,30,20,27,22,29,17,0,0,229,421,
"Blakebrook",10,9,6,4,7,12,6,5,3,0,84,150,
"Blakehurst",527,825,258,197,479,293,111,131,31,21,3357,6219,
"Blakney Creek",10,9,0,0,0,0,0,5,0,0,30,64,
"Bland",18,0,0,0,0,0,0,0,0,0,17,43,
"Blandford",21,12,18,11,7,3,17,13,3,0,84,182,
"Blaxland (NSW)",465,1095,451,371,562,279,171,243,28,17,3765,7449,
"Blaxlands Creek",9,10,8,3,4,3,5,7,0,0,73,118,
"Blaxlands Ridge",26,40,62,22,40,16,19,16,3,4,247,503,
"Blayney",153,156,223,165,156,119,194,219,5,14,1970,3377,
"Bligh Park",297,424,609,394,574,342,365,342,46,32,2939,6360,
"Blighty",36,5,8,0,5,3,0,15,0,0,65,138,
"Blowering",0,0,0,0,0,0,0,0,0,0,0,0,
"Blue Bay",48,87,64,51,70,52,22,43,8,4,578,1030,
"Blue Haven",242,276,431,388,328,318,285,356,30,29,3697,6377,
"Blue Knob",5,15,7,7,3,8,3,4,0,5,163,221,
"Blue Mountains National Park",0,0,0,0,0,0,0,0,0,0,0,0,
"Blue Nobby",12,0,0,0,0,0,0,0,0,0,13,26,
"Blue Vale",18,4,0,0,3,0,6,3,0,0,24,61,
"Blueys Beach",20,8,6,5,3,5,0,7,0,0,118,188,
"Boambee",111,202,105,75,113,68,44,74,10,7,864,1667,
"Boambee East",205,356,310,307,341,322,133,275,15,10,2962,5242,
"Boambolo",6,9,0,4,7,0,0,4,0,0,19,53,
"Boat Harbour (Lismore - NSW)",8,22,8,11,9,3,0,11,0,0,77,142,
"Boat Harbour (Port Stephens - NSW)",56,101,78,62,39,52,21,32,0,5,517,958,
"Bobadah",6,0,0,0,0,0,0,0,0,0,4,11,
"Bobin",17,10,0,7,3,0,0,8,0,0,104,157,
"Bobs Creek",7,10,7,3,0,0,5,8,0,0,46,87,
"Bobs Farm",29,26,37,21,25,23,23,31,3,4,238,444,
"Bobundara",7,0,0,0,3,0,0,0,0,0,3,19,
"Boco",0,0,0,0,0,0,0,0,0,0,0,0,
"Bocoble",3,6,11,0,10,3,8,8,0,0,104,149,
"Bocobra",10,0,0,3,0,0,0,3,0,0,35,53,
"Bodalla",58,30,60,36,40,25,19,51,0,0,422,740,
"Bodangora",21,7,0,3,3,4,0,3,0,0,39,75,
"Boeill Creek",19,0,9,0,9,4,0,3,0,0,50,102,
"Bogan",5,0,0,0,0,0,0,0,0,0,7,14,
"Bogan Gate",40,10,6,9,6,6,5,10,0,0,201,291,
"Bogangar",136,295,246,191,147,143,63,182,6,7,1648,3062,
"Bogee",4,6,3,0,7,0,0,3,0,0,57,78,
"Boggabilla",58,29,14,40,22,15,24,45,4,0,735,989,
"Boggabri",83,38,71,34,37,16,84,69,0,4,688,1129,
"Bogong Peaks Wilderness",0,0,0,0,0,0,0,0,0,0,0,0,
"Bohena Creek",15,5,13,17,7,13,5,5,0,0,85,171,
"Bohnock",6,0,5,0,3,0,0,6,0,0,36,69,
"Bolaro",3,0,0,0,3,0,0,3,0,0,27,38,
"Bolivia",9,6,0,0,3,0,0,3,0,0,36,70,
"Bolong",15,9,7,9,5,0,0,3,0,0,47,102,
"Bolton Point",62,104,100,94,96,76,62,89,8,6,1427,2122,
"Bolwarra (NSW)",66,118,71,54,63,38,32,37,5,4,506,991,
"Bolwarra Heights",199,349,231,136,217,119,99,94,9,4,1528,2981,
"Bom Bom",0,0,0,0,0,0,0,0,0,0,0,0,
"Bomaderry",206,383,403,359,296,272,166,302,15,11,4255,6666,
"Bombah Point",6,0,0,0,0,0,0,0,0,0,9,14,
"Bombala",97,69,88,65,68,40,93,94,6,6,761,1383,
"Bombay",10,20,10,3,4,0,0,0,0,0,69,118,
"Bombira",33,41,23,18,21,9,21,8,0,0,176,349,
"Bombo",3,12,11,11,7,3,4,0,0,0,58,108,
"Bombowlee",32,25,18,20,10,9,11,13,0,3,157,295,
"Bombowlee Creek",12,3,0,4,0,4,5,8,0,0,25,51,
"Bomen",0,0,3,0,5,0,0,0,0,0,7,26,
"Bomera",3,0,0,0,0,0,0,3,0,0,23,38,
"Bonalbo",21,13,7,11,6,9,3,26,0,3,276,373,
"Bondi",1047,2198,519,530,594,437,126,316,53,42,4189,10049,
"Bondi Beach",1392,2783,521,651,602,558,80,241,81,43,4696,11653,
"Bondi Forest",0,0,0,0,0,0,0,0,0,0,3,3,
"Bondi Junction",888,1884,380,500,535,406,100,267,60,28,4398,9440,
"Bonnells Bay",133,254,261,182,198,135,128,154,22,9,2096,3575,
"Bonnet Bay",195,368,117,109,230,121,27,46,15,3,1035,2265,
"Bonny Hills",139,276,197,159,146,117,61,123,7,12,1732,2976,
"Bonnyrigg",210,391,456,306,391,301,444,464,42,30,5637,8670,
"Bonnyrigg Heights",267,475,513,260,505,315,385,384,35,13,4141,7305,
"Bonshaw (NSW)",23,4,0,5,5,0,3,3,0,0,86,136,
"Bonville",165,225,158,123,157,114,62,119,13,12,1398,2548,
"Booerie Creek",7,12,11,4,11,12,0,10,0,4,103,165,
"Book Book",27,6,0,0,0,0,0,3,0,0,47,94,
"Booker Bay",72,79,80,54,76,43,37,30,4,6,845,1322,
"Bookham",34,12,4,5,0,3,3,11,0,4,73,162,
"Bookookoorara",0,5,0,0,0,0,0,0,0,0,21,28,
"Bookram",0,0,0,0,0,0,0,0,0,0,0,0,
"Boolambayte",0,4,10,4,3,0,0,4,0,0,58,84,
"Boolaroo",35,72,87,70,62,59,37,63,5,3,540,1034,
"Boolcarroll",5,0,0,0,0,0,0,0,0,0,7,14,
"Booligal",35,0,5,0,4,0,5,13,0,0,40,96,
"Boolijah",0,0,0,0,0,0,0,0,0,0,0,0,
"Boomanoomana",20,3,5,3,7,0,0,5,0,0,58,95,
"Boomerang Beach",14,28,19,19,14,14,3,15,0,4,165,297,
"Boomey",11,4,0,0,3,0,3,9,0,0,45,73,
"Boomi",44,4,5,0,7,0,15,15,0,0,100,203,
"Boomi Creek",8,6,0,0,0,0,0,0,0,0,4,21,
"Boona Mount",7,0,0,0,0,0,0,0,0,0,12,20,
"Boonal",16,0,0,0,3,0,0,4,0,0,18,45,
"Boonoo Boonoo",0,0,0,0,0,0,0,0,0,0,9,17,
"Boorabee Park",9,15,0,5,7,8,5,6,0,0,57,103,
"Booragul",24,61,62,57,63,57,47,62,7,4,843,1282,
"Booral (NSW)",40,19,28,15,24,15,22,25,0,5,218,404,
"Boorga",3,0,0,0,0,0,0,0,0,0,5,12,
"Boorganna",4,0,0,0,0,0,0,0,0,0,20,27,
"Boorolong",19,4,0,0,7,4,0,3,0,0,54,86,
"Boorook",0,3,0,4,0,0,0,3,0,0,26,31,
"Boorooma",34,134,65,87,44,43,17,49,0,0,380,862,
"Booroorban",12,0,3,0,0,0,0,4,0,0,16,34,
"Boorowa",164,77,109,70,71,50,46,97,5,5,940,1640,
"Bootawa",12,17,11,6,10,6,0,8,0,0,109,174,
"Booti Booti",0,0,0,0,0,0,0,0,0,0,0,0,
"Booyong",6,6,0,0,3,0,0,3,0,0,41,82,
"Bora Ridge",8,3,4,9,3,3,0,9,0,0,76,116,
"Borah Creek",9,0,0,0,0,4,5,0,0,0,19,36,
"Borambola",30,7,4,3,10,8,3,3,0,0,47,105,
"Border Ranges",0,0,0,0,0,0,0,0,0,0,0,0,
"Boree",18,9,6,4,8,0,4,10,0,0,44,95,
"Boree Creek",36,3,0,7,10,8,9,7,0,0,115,201,
"Borenore",64,59,21,22,30,10,9,20,4,0,225,464,
"Boro",7,8,7,7,7,4,0,4,0,0,52,89,
"Bossley Park",553,946,872,503,997,596,560,591,96,59,8809,14580,
"Bostobrick",8,6,6,6,7,0,3,11,0,0,86,137,
"Botany",820,1198,714,611,975,505,321,387,57,36,5191,10822,
"Botobolar",13,8,13,3,8,0,4,7,0,0,39,87,
"Bottle Creek",0,0,0,3,5,0,4,0,0,0,14,24,
"Bouddi",0,0,0,0,0,0,0,0,0,0,7,8,
"Bourbah",8,0,0,0,0,0,0,6,0,0,18,39,
"Bourke",91,143,83,145,73,49,51,89,13,9,1166,1915,
"Bourkelands",206,352,216,216,224,169,55,106,12,10,1281,2852,
"Bournda",11,15,8,8,8,10,5,3,0,0,94,150,
"Bournewood",20,7,4,0,0,0,0,0,0,0,23,52,
"Bow Bowing",87,129,117,75,170,69,119,103,9,5,737,1603,
"Bowan Park",14,10,8,0,6,3,9,0,0,0,56,113,
"Bowen Mountain",82,156,158,107,120,72,50,70,9,0,757,1572,
"Bowenfels",33,56,101,74,62,48,82,65,6,0,1514,2047,
"Bowling Alley Point",7,0,4,0,0,0,0,0,0,0,17,31,
"Bowman",10,9,6,9,0,0,0,3,0,0,98,142,
"Bowman Farm",13,0,3,0,0,0,0,3,0,0,23,45,
"Bowmans Creek",3,0,0,0,0,0,0,0,0,0,6,10,
"Bowna",21,10,6,0,7,6,0,10,0,0,40,108,
"Bowning",51,46,40,23,40,28,21,25,7,7,292,572,
"Bowral",658,1066,520,463,444,426,118,296,33,34,6275,10331,
"Bowraville",27,45,58,71,35,36,23,53,0,0,774,1120,
"Box Head",0,0,0,0,0,0,0,0,0,0,0,0,
"Box Hill (NSW)",54,54,78,33,71,40,30,49,5,3,470,899,
"Box Ridge",7,7,0,0,0,0,0,0,0,0,24,48,
"Boxers Creek",12,9,18,16,16,9,14,8,0,4,125,230,
"Boydtown",6,0,4,0,0,6,5,0,0,0,50,73,
"Bradbury (NSW)",289,546,583,457,562,345,458,394,51,31,5081,8800,
"Braefield",3,0,0,0,0,0,10,11,0,0,34,63,
"Braemar",36,35,37,23,27,26,20,26,5,0,216,448,
"Braemar Bay",4,0,0,0,0,0,0,0,0,0,14,20,
"Braidwood",127,133,93,65,81,53,48,63,9,16,967,1652,
"Brandy Hill",44,68,59,31,55,33,36,28,3,0,302,669,
"Branxton",93,128,180,99,112,80,147,91,7,3,1038,1987,
"Braunstone",21,20,13,16,17,6,17,16,5,0,168,293,
"Brawboy",8,0,0,0,0,0,0,0,0,0,3,21,
"Bray Park (NSW)",8,29,46,43,25,17,25,40,0,3,545,793,
"Brays Creek",7,5,0,0,6,0,0,6,0,0,47,70,
"Brayton",13,10,8,11,8,8,8,8,0,0,103,171,
"Breadalbane (NSW)",16,7,4,3,6,3,4,3,0,0,53,99,
"Breakfast Creek",0,0,0,0,3,0,0,0,0,0,34,46,
"Breakfast Point",525,764,152,124,334,215,34,53,40,15,1939,4190,
"Bream Beach",0,0,0,0,0,0,0,0,0,0,12,16,
"Bredbo",35,23,28,23,27,9,15,19,5,0,174,348,
"Breelong",12,0,6,0,0,0,0,0,0,0,34,63,
"Breeza",19,7,4,0,6,0,10,17,0,0,78,147,
"Bretti",0,0,0,0,0,3,0,0,0,0,15,25,
"Brewarrina",54,57,34,71,26,11,14,38,9,4,828,1147,
"Brewongle",15,11,14,0,0,0,4,3,0,0,69,121,
"Briarbrook",0,0,0,0,0,0,0,0,0,0,9,9,
"Bribbaree",24,3,7,5,4,0,4,4,5,0,80,138,
"Bridgman",10,13,28,5,13,10,26,10,0,0,95,204,
"Brierfield",14,32,20,16,18,8,9,7,0,0,200,330,
"Brighton-le-Sands",507,840,481,391,620,419,275,304,40,45,4404,8326,
"Brightwaters",36,84,65,33,67,30,25,34,5,3,530,905,
"Bril Bril",0,0,0,0,0,0,0,0,0,0,0,0,
"Brimbin",4,0,5,5,4,6,0,0,0,0,38,60,
"Brindabella",12,0,0,0,0,0,0,0,0,0,14,24,
"Brinerville",0,0,0,0,0,0,0,0,0,0,0,0,
"Bringelly",146,132,231,83,193,99,171,111,14,12,1315,2509,
"Bringenbrong",21,0,0,0,3,0,0,0,0,0,24,50,
"Brisbane Grove",8,16,16,14,10,5,0,4,0,0,66,134,
"Broadmeadow",75,218,99,107,121,89,32,76,6,4,767,1595,
"Broadwater (Bega Valley - NSW)",3,4,11,0,9,5,7,5,0,0,75,118,
"Broadwater (Richmond Valley - NSW)",51,30,34,29,25,19,27,49,3,4,374,643,
"Broadway",0,6,6,3,0,0,0,0,0,0,24,41,
"Brobenah",5,3,0,0,0,0,0,0,0,0,7,15,
"Brocklehurst",32,29,18,25,16,23,3,18,0,5,199,358,
"Brocklesby",33,11,10,6,8,3,5,11,0,0,94,182,
"Brockley",8,4,0,0,0,3,0,3,0,0,22,43,
"Brodies Plains",7,3,4,0,0,0,0,0,0,0,35,55,
"Brogans Creek",0,0,3,0,0,0,0,0,0,0,6,10,
"Brogers Creek",4,3,0,0,0,3,0,0,0,0,23,43,
"Brogo",46,42,27,19,24,11,9,31,3,9,290,500,
"Broke (NSW)",33,27,30,9,16,22,40,38,0,9,359,581,
"Broken Head",21,40,11,19,9,12,3,13,0,4,148,278,
"Broken Hill",686,1119,1023,1047,757,703,723,764,77,57,10855,17811,
"Brombin",17,7,7,5,5,9,4,9,0,0,51,114,
"Bronte",770,1467,258,280,418,236,31,100,59,21,3099,6726,
"Brookdale (NSW)",9,0,0,0,0,0,0,0,0,0,12,26,
"Brookfield (NSW)",11,12,18,12,13,6,9,10,0,0,117,205,
"Brooklana",11,4,3,0,0,3,0,5,0,0,27,42,
"Brooklet",29,24,17,16,13,10,3,11,0,0,132,254,
"Brooklyn (NSW)",66,100,58,38,56,27,11,32,9,8,330,727,
"Brookong",0,0,0,0,0,0,0,0,0,0,5,5,
"Brookvale",263,438,293,188,278,180,97,126,17,9,1270,3160,
"Brooman",4,6,0,0,3,0,0,0,0,0,13,27,
"Brooms Head",3,20,4,3,6,0,4,13,0,3,154,211,
"Broughams Gate",8,0,0,0,0,0,0,0,0,0,9,16,
"Broughton (NSW)",4,11,3,3,7,0,4,0,0,0,52,91,
"Broughton Vale",19,20,9,7,4,3,0,3,0,0,97,165,
"Broughton Village",10,6,9,14,3,3,3,6,0,0,28,84,
"Broulee",85,148,98,73,81,73,21,48,3,4,1080,1717,
"Brownlow Hill",16,32,55,13,23,10,10,15,3,4,248,422,
"Browns Creek",13,7,11,5,3,3,11,3,0,0,38,99,
"Browns Mountain",0,5,0,0,0,0,0,0,0,0,13,20,
"Brownsville",14,17,33,38,28,21,26,22,0,0,329,531,
"Brucedale",24,24,11,9,13,11,0,6,0,0,77,182,
"Bruie Plains",11,4,0,4,0,0,0,0,0,0,26,49,
"Bruinbun",4,0,0,0,0,0,0,4,0,0,31,46,
"Brumby Plains",0,0,0,0,0,0,0,0,0,0,0,0,
"Brundee",5,0,4,7,3,0,3,4,0,0,22,49,
"Brungle",11,4,9,3,4,0,0,7,0,0,77,114,
"Brungle Creek",3,0,0,0,4,0,0,3,0,3,13,28,
"Brunkerville",9,34,12,9,13,9,10,8,0,4,96,202,
"Brunswick Heads",94,126,115,98,69,61,27,82,4,3,1056,1738,
"Brushgrove",12,10,11,7,3,0,8,13,4,0,129,200,
"Brushy Creek",7,5,0,0,0,0,0,0,0,0,12,22,
"Buangla",0,0,0,0,0,0,0,0,0,0,0,0,
"Bucca (NSW)",41,46,42,12,43,29,22,26,3,5,295,548,
"Bucca Wauka",5,4,7,0,4,0,4,3,0,0,53,81,
"Buccarumbi",0,0,0,3,0,0,0,0,0,0,15,21,
"Buchanan (NSW)",15,12,15,12,12,13,8,8,0,0,104,194,
"Buckajo",24,28,23,14,7,23,14,29,0,0,134,297,
"Buckaroo",15,10,9,3,3,4,5,5,4,0,68,129,
"Buckenbowra",3,0,0,3,0,0,0,0,0,0,11,19,
"Buckenderra",3,3,0,0,0,0,0,0,0,0,15,19,
"Buckendoon",5,3,0,3,0,0,0,0,0,0,24,38,
"Bucketty",12,19,7,8,6,5,0,12,3,0,110,183,
"Buckra Bendinni",4,8,0,10,3,0,4,6,0,0,64,99,
"Budawang",0,0,0,0,0,0,0,0,0,0,7,14,
"Buddabadah",14,4,0,0,3,0,4,6,0,0,23,51,
"Budden",5,0,0,0,0,0,0,4,0,0,10,19,
"Budderoo",0,0,0,0,0,0,0,0,0,0,0,0,
"Buddong",0,0,0,0,0,0,0,0,0,0,0,0,
"Budgee Budgee (NSW)",16,7,24,12,15,8,10,9,0,0,97,194,
"Budgewoi",116,192,225,193,175,137,119,155,5,9,2025,3362,
"Budgewoi Peninsula",0,0,0,0,0,0,0,0,0,0,0,0,
"Budgong",3,6,5,4,0,0,0,3,0,0,38,67,
"Buff Point",119,166,240,179,162,159,117,182,11,14,2155,3506,
"Bugaldie",17,8,4,12,7,0,0,5,0,0,94,140,
"Bukalong",0,0,0,0,0,0,0,0,0,0,0,0,
"Bukkulla",15,11,7,3,3,5,0,9,0,3,72,136,
"Bulahdelah",58,50,80,68,50,56,58,69,9,4,923,1424,
"Bulee",0,0,0,0,0,0,0,0,0,0,0,0,
"Bulga (NSW)",23,24,33,10,18,17,19,18,0,0,203,357,
"Bulga Forest",0,0,0,0,0,0,0,0,0,0,7,9,
"Bulgary",9,0,0,0,0,0,0,0,0,0,6,12,
"Bulla (NSW)",4,0,0,0,0,0,0,0,0,0,0,6,
"Bulla Creek",18,3,0,0,0,0,0,0,0,0,29,61,
"Bullaburra",70,139,84,69,81,41,26,56,3,0,657,1232,
"Bullagreen",13,4,0,3,0,0,0,0,0,0,22,47,
"Bullarah",48,0,0,0,9,0,0,15,0,0,45,114,
"Bullatale",11,4,3,0,0,0,0,0,0,0,21,39,
"Bullawa Creek",8,12,6,5,3,3,3,4,0,0,65,102,
"Bulldog",0,0,0,0,0,0,0,0,0,0,25,29,
"Bulli",415,856,404,384,349,197,114,185,23,15,3173,6108,
"Bulliac",6,4,0,0,0,0,0,0,0,0,30,46,
"Bullio",7,8,5,0,4,0,0,8,0,4,47,85,
"Bulyeroi",10,0,0,0,0,0,0,0,0,0,10,19,
"Bumbaldry",15,3,0,4,5,0,0,3,0,0,69,103,
"Bumbalong",0,5,0,0,0,3,0,0,0,0,18,25,
"Bundabah",6,5,5,0,10,0,5,10,0,0,67,105,
"Bundagen",9,14,8,3,0,3,0,8,0,0,95,137,
"Bundanoon (NSW)",141,237,162,120,138,86,45,95,10,6,1694,2730,
"Bundarra",54,24,26,30,21,7,14,41,4,10,446,677,
"Bundeena",125,269,148,107,108,62,27,69,5,7,983,1918,
"Bundella",32,0,0,0,0,0,0,3,0,0,30,66,
"Bundemar",19,4,0,3,3,3,0,0,0,0,12,41,
"Bundewallah",6,4,0,0,0,4,0,0,0,0,27,47,
"Bundook",4,3,3,5,3,4,0,9,0,0,70,100,
"Bundure",4,0,0,0,0,0,0,0,0,0,0,8,
"Bungaba",4,4,0,3,0,4,3,3,0,0,70,92,
"Bungabbee",0,0,0,0,0,0,0,0,0,0,0,0,
"Bungalora",3,7,4,0,8,3,0,3,4,0,41,67,
"Bungarby",9,4,3,0,0,0,0,5,0,0,49,76,
"Bungarribee",127,406,131,107,246,100,109,105,15,10,1285,2634,
"Bungawalbin",5,4,7,5,0,0,9,9,0,0,71,117,
"Bungendore",465,455,335,198,427,135,76,114,22,14,1925,4179,
"Bungonia",29,16,26,13,22,6,20,21,0,3,214,372,
"Bungowannah",36,17,9,3,5,6,3,5,0,0,63,162,
"Bungwahl",8,10,21,10,8,11,3,18,0,0,142,230,
"Bunnaloo",32,6,4,4,7,0,4,3,0,0,41,102,
"Bunnan",13,0,4,0,0,3,0,12,0,0,59,103,
"Bunyah",11,4,8,6,5,13,0,7,0,0,83,140,
"Bunyan",10,15,7,11,5,5,12,14,0,0,75,154,
"Burcher",14,4,0,0,0,0,5,3,0,0,54,84,
"Bureen",10,3,3,3,0,0,3,12,0,0,30,58,
"Burnt Bridge",0,5,0,3,4,0,0,0,0,0,132,155,
"Burnt Yards",6,3,0,0,0,0,0,0,0,0,20,30,
"Buronga",78,82,82,59,43,63,39,70,4,5,687,1215,
"Burra (Queanbeyan-Palerang Regional - NSW)",76,98,49,31,75,16,16,18,14,3,404,797,
"Burra (Snowy Valleys - NSW)",10,5,3,5,0,0,3,0,0,0,36,68,
"Burra Creek",17,4,3,3,3,3,4,8,0,0,38,81,
"Burraboi",14,5,4,0,0,4,3,4,4,0,30,65,
"Burradoo",207,276,79,66,109,98,17,46,7,3,1723,2644,
"Burraga",13,3,0,3,0,5,4,11,0,0,54,91,
"Burragate",11,4,0,7,6,0,3,5,0,0,61,107,
"Burrandana",0,6,0,0,0,0,0,0,0,0,12,21,
"Burraneer",431,473,183,165,312,189,36,67,26,12,1701,3587,
"Burrangong",12,22,15,6,13,26,8,17,3,0,121,235,
"Burrapine",4,0,0,0,0,0,5,0,0,0,50,58,
"Burrawang",43,35,21,10,23,11,9,15,3,0,195,361,
"Burrell Creek",5,18,15,22,6,14,7,8,0,0,126,216,
"Burren Junction",53,11,9,9,4,0,25,15,0,3,148,273,
"Burrier",0,0,3,0,5,0,3,3,0,0,17,45,
"Burrill Lake",50,85,81,65,53,80,29,67,0,7,943,1465,
"Burringbar",39,56,74,43,50,22,31,48,3,6,474,853,
"Burrinjuck",0,0,0,0,0,4,0,0,0,0,12,14,
"Burroway",32,8,3,4,3,0,5,0,0,0,68,121,
"Burrumbuttock",52,30,25,12,23,12,13,19,4,0,173,361,
"Burrundulla",18,6,12,5,6,4,6,3,0,0,76,147,
"Burwood (NSW)",765,2058,716,779,906,811,241,689,113,103,8845,16032,
"Burwood Heights",48,133,40,40,70,42,20,26,7,4,546,987,
"Busby",52,99,171,140,158,104,210,208,17,27,3110,4286,
"Busbys Flat",0,3,0,0,0,0,0,5,0,0,23,36,
"Bushells Ridge",0,0,0,0,0,0,5,0,0,0,12,19,
"Buttaba",57,103,68,61,62,39,40,41,6,0,621,1097,
"Buttai",7,13,10,0,4,3,5,0,0,0,24,56,
"Butterwick",9,17,13,0,13,6,10,6,0,0,69,141,
"Buxton (NSW)",90,99,196,114,135,106,136,133,8,9,1009,2027,
"Byabarra",20,35,26,13,21,14,7,14,0,0,173,330,
"Byadbo Wilderness",0,0,0,0,0,0,0,0,0,0,0,0,
"Byangum",6,16,10,12,6,9,7,5,0,0,80,137,
"Bylong",4,0,0,0,0,0,0,0,0,0,10,23,
"Byng",6,11,8,0,6,4,0,0,0,0,19,48,
"Byrock",4,0,5,0,0,0,0,3,0,0,32,50,
"Byron Bay",395,561,313,305,208,229,83,229,24,20,3172,5515,
"Byrrill Creek",6,12,11,6,0,0,0,9,0,0,85,127,
"Bywong",142,195,82,46,122,47,26,25,16,4,617,1323,
"Cabarita (NSW)",230,324,60,48,153,90,20,25,9,11,988,1962,
"Cabarita Beach",4,9,5,10,3,4,4,7,0,0,62,106,
"Cabbage Tree Island (Ballina - NSW)",0,0,0,0,0,0,0,0,0,0,68,78,
"Cabbage Tree Island (Mid-Coast - NSW)",0,0,0,0,0,0,0,0,0,0,9,12,
"Cabramatta",434,795,962,954,668,682,1016,1661,127,154,14337,21784,
"Cabramatta West",188,310,354,276,283,260,353,439,43,40,4676,7220,
"Cabramurra",3,0,4,0,0,0,0,0,0,0,16,31,
"Caddens",83,135,82,76,115,59,47,46,8,5,816,1474,
"Cadgee (NSW)",4,3,0,0,0,0,3,5,0,0,32,43,
"Cadia",0,0,0,0,0,0,0,0,0,0,0,0,
"Caffreys Flat",11,0,0,0,0,0,6,0,0,0,37,52,
"Cairncross",0,0,0,0,0,0,0,0,0,0,4,3,
"Calala",201,384,287,211,256,206,114,183,14,16,2059,3931,
"Calamia",0,0,0,0,0,0,0,0,0,0,12,14,
"Calderwood",24,14,12,5,14,0,11,6,0,0,80,177,
"Caldwell",12,4,0,0,4,0,0,3,0,0,12,31,
"Calga",4,11,16,6,9,3,3,5,0,0,83,144,
"Califat",5,0,0,0,3,0,0,0,0,0,3,13,
"Calimo",11,7,7,3,0,4,4,3,0,0,30,70,
"Callaghan",10,82,3,169,22,111,17,40,0,0,864,1327,
"Callaghans Creek",4,0,0,0,0,0,0,0,0,0,0,5,
"Callala Bay",82,133,134,128,89,116,35,89,8,8,1368,2193,
"Callala Beach",28,47,44,31,32,27,10,30,0,0,553,805,
"Calliope (NSW)",10,4,7,0,9,4,5,8,0,0,62,107,
"Caloola",10,3,3,0,8,0,0,6,0,0,49,87,
"Cambalong",0,0,0,0,0,0,0,0,0,0,0,0,
"Camberwell (NSW)",0,0,0,0,0,7,13,9,0,0,55,80,
"Cambewarra",19,34,15,15,15,17,6,9,0,0,102,239,
"Cambewarra Village",82,175,68,72,75,70,21,38,3,0,585,1187,
"Camboon (NSW)",4,0,3,0,3,0,0,4,0,0,22,40,
"Cambra",13,0,0,0,0,0,0,0,0,0,11,27,
"Cambridge Gardens",95,116,172,112,195,112,119,103,11,7,980,2017,
"Cambridge Park",227,326,490,379,524,302,406,367,31,24,3648,6727,
"Cambridge Plateau",0,0,0,0,0,0,0,0,0,0,0,0,
"Camden",173,309,246,149,238,114,112,122,18,0,1738,3230,
"Camden Head",5,15,10,6,3,0,0,3,4,0,105,156,
"Camden Park (NSW)",200,269,159,140,181,127,69,63,16,9,1009,2240,
"Camden South",259,484,360,265,335,183,171,192,27,14,2258,4540,
"Camellia",0,0,0,0,0,0,0,0,0,0,0,0,
"Cameron Park",428,792,628,422,625,449,317,336,42,29,3941,7995,
"Camerons Creek",14,0,0,0,5,0,0,0,0,0,30,46,
"Camira (NSW)",0,0,0,0,0,0,0,3,0,0,23,33,
"Cammeray",873,1673,235,254,546,272,37,74,42,16,2987,7004,
"Camp Creek (NSW)",9,0,0,0,0,0,0,5,0,0,10,19,
"Campbelltown (NSW)",449,914,656,607,733,516,611,598,75,35,7381,12564,
"Camperdown (NSW)",942,2635,364,627,659,449,68,148,50,27,4371,10342,
