Australian Bureau of Statistics

"2016 Census - Cultural Diversity"
"SSC (UR) by LANP - 1 Digit Level"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"LANP - 1 Digit Level","Northern European Languages","Southern European Languages","Eastern European Languages","Southwest and Central Asian Languages","Southern Asian Languages","Southeast Asian Languages","Eastern Asian Languages","Australian Indigenous Languages","Other Languages","Supplementary codes","Not stated","Total",
"Inglewood (SA)",347,5,6,0,0,0,5,0,0,0,31,389,
"Ingomar",62,0,0,0,0,4,0,0,0,0,5,66,
"Inkerman (SA)",23,0,0,0,0,0,0,0,0,0,0,26,
"Inkster",10,0,0,0,0,0,0,0,0,0,0,10,
"Inman Valley",321,0,0,0,0,4,0,0,0,0,19,343,
"Innamincka",31,0,0,0,0,0,0,0,0,0,8,41,
"Inneston",0,0,0,0,0,0,0,0,0,0,0,0,
"Iron Knob",129,0,0,0,0,6,0,0,0,0,11,143,
"Ironbank",491,3,0,0,0,4,0,0,0,0,24,524,
"Ironstone",17,0,0,0,0,0,0,0,0,0,0,17,
"Island Beach",26,0,0,0,0,0,0,0,0,0,5,33,
"Island Lagoon",0,0,0,0,0,0,0,0,0,0,0,0,
"Iwantja",48,0,0,0,0,0,0,178,0,0,26,257,
"Jabuk",61,0,0,0,0,0,0,0,0,0,0,68,
"James Well",43,0,0,0,0,0,0,0,0,0,4,51,
"Jamestown",1471,4,0,0,0,4,0,0,0,0,73,1566,
"Jamieson (SA)",0,0,0,0,0,0,0,0,0,0,0,0,
"Jericho (SA)",13,0,0,0,0,0,0,0,0,0,0,16,
"Jerusalem",368,3,0,0,0,0,0,0,0,0,26,395,
"Jervois",261,8,0,0,0,0,0,0,0,0,33,297,
"Joanna",92,0,0,0,0,0,0,0,0,0,5,99,
"Johnburgh",4,0,0,0,0,0,0,0,0,0,3,10,
"Joslin",904,129,7,5,34,17,8,0,10,0,27,1149,
"Julanka Holdings",0,0,0,0,0,0,0,0,0,0,0,0,
"Julia",28,0,0,0,0,0,0,0,0,0,0,26,
"Jupiter Creek",231,3,0,0,0,0,0,0,0,0,0,241,
"Kadina",2551,0,4,0,11,8,5,0,9,0,264,2848,
"Kainton",47,0,0,0,0,0,0,0,0,0,4,61,
"Kalamurina",15,0,0,0,0,0,0,0,0,0,0,19,
"Kalanbi",25,0,0,0,0,0,0,0,0,0,0,25,
"Kalangadoo",436,0,0,0,0,0,0,0,0,0,31,471,
"Kalbeeba",361,3,6,0,0,0,0,0,0,0,7,385,
"Kaldoonera",47,0,0,0,0,0,0,0,0,0,0,45,
"Kalka",0,0,0,0,0,0,0,70,0,0,17,97,
"Kallora",18,0,0,0,0,0,0,0,0,0,0,20,
"Kaltjiti",34,0,0,0,0,0,0,162,0,0,26,224,
"Kangarilla",849,0,0,0,0,0,0,0,0,0,38,890,
"Kangaroo Flat (SA)",97,6,0,0,0,0,0,0,0,0,4,103,
"Kangaroo Head",22,0,0,0,0,0,0,0,0,0,0,22,
"Kangaroo Inn",4,0,0,0,0,0,0,0,0,0,0,4,
"Kanmantoo",682,5,0,0,0,0,0,0,0,0,34,723,
"Kanni",38,0,0,0,0,0,0,0,0,0,0,38,
"Kanpi",9,0,0,0,0,0,0,27,0,0,0,33,
"Kanyaka",7,0,0,0,0,0,0,0,0,0,0,7,
"Kapinnie",47,0,0,0,0,0,0,0,0,0,4,49,
"Kappawanta",6,0,0,0,0,0,0,0,0,0,0,10,
"Kapunda",2744,12,8,0,3,10,3,6,6,3,120,2915,
"Karatta",81,0,0,0,0,0,0,0,4,0,16,102,
"Karcultaby",23,0,0,0,0,0,0,0,0,0,0,23,
"Karkoo",54,0,0,0,0,0,0,0,0,0,11,59,
"Karoonda",478,0,0,0,5,3,0,0,0,0,27,514,
"Karte",29,0,0,0,0,0,0,0,0,0,0,29,
"Katarapko",0,0,0,0,0,0,0,0,0,0,0,0,
"Keilira",67,0,0,0,0,0,0,0,0,0,7,80,
"Keith",1241,0,0,0,0,0,0,0,0,0,104,1351,
"Kellidie Bay",14,0,0,0,0,0,0,0,0,0,0,16,
"Kelly",63,0,0,0,0,0,0,0,0,0,15,76,
"Kensington (SA)",1278,78,26,22,66,30,163,0,0,0,94,1768,
"Kensington Gardens",1794,153,41,39,66,38,244,0,0,4,74,2457,
"Kensington Park",1852,141,16,32,62,54,275,0,16,10,70,2527,
"Kent Town",789,41,5,47,58,49,120,0,8,0,77,1211,
"Kenton Valley",241,9,0,0,0,0,3,0,0,0,5,256,
"Kepa",58,0,0,3,0,0,0,0,0,0,0,65,
"Keppoch",62,0,0,0,0,0,0,0,0,0,4,63,
"Kersbrook",1047,6,0,0,0,0,0,0,0,0,39,1092,
"Keswick",412,51,17,12,115,23,69,0,3,4,45,745,
"Keswick Terminal",0,0,0,0,0,0,0,0,0,0,0,0,
"Keyneton",277,0,0,0,0,0,0,0,0,0,25,306,
"Ki Ki",44,0,0,0,0,0,0,0,0,0,0,45,
"Kiana",18,0,0,0,0,0,0,0,0,0,10,27,
"Kidman Park",2239,680,106,41,44,62,87,0,10,7,107,3375,
"Kielpa",51,0,0,0,0,5,0,0,0,0,9,60,
"Kilburn",2163,226,125,829,545,614,316,9,117,20,459,5429,
"Kilkenny",920,197,97,42,66,160,51,0,27,9,88,1667,
"Kimba",576,0,0,0,14,0,0,0,0,0,40,625,
"Kingoonya",7,0,0,0,0,0,0,0,0,0,6,10,
"Kings Park (SA)",470,20,3,3,5,0,24,0,0,0,19,547,
"Kingscote",1629,28,3,0,4,5,7,3,0,3,142,1824,
"Kingsford (SA)",43,0,0,0,0,0,0,0,0,0,0,43,
"Kingston On Murray",283,5,7,0,0,0,0,0,0,0,25,320,
"Kingston Park",461,15,10,3,0,0,0,0,0,0,31,521,
"Kingston Se",1296,0,4,0,0,0,4,0,3,0,93,1391,
"Kingswood (SA)",1922,104,9,14,46,31,99,0,12,0,79,2315,
"Klemzig",3551,470,155,91,640,122,654,0,88,23,314,6103,
"Kohinoor",41,0,0,0,0,0,0,0,0,0,11,55,
"Kokatha",3,0,0,0,0,0,0,0,0,0,0,3,
"Kolendo",0,0,0,0,0,0,0,0,0,0,0,0,
"Kongal",12,0,0,0,0,0,0,0,0,0,3,17,
"Kongorong",186,0,0,0,0,0,0,0,0,0,9,195,
"Koolgera",0,0,0,0,0,0,0,0,0,0,0,0,
"Koolunga",190,0,0,0,0,0,0,0,0,0,11,197,
"Koolywurtie",100,0,0,0,0,0,0,0,0,0,6,106,
"Koongawa",48,0,0,0,0,0,0,0,0,0,3,49,
"Koonibba",82,0,0,0,0,0,0,13,0,0,54,143,
"Koonoona",9,0,0,0,0,0,0,0,0,0,0,9,
"Koonunga",50,0,0,0,0,0,0,0,0,0,0,55,
"Koorine",45,0,0,0,0,0,0,0,0,0,6,51,
"Kooroona",10,0,0,0,0,0,0,0,0,0,0,10,
"Koppamurra",61,0,0,0,0,0,0,0,0,0,0,56,
"Koppio",63,0,0,0,0,0,0,0,0,0,0,63,
"Korunye",180,7,0,0,0,15,0,0,0,0,15,223,
"Kringin",0,0,0,0,0,0,0,0,0,0,0,0,
"Krondorf",71,0,0,0,0,0,0,0,0,0,0,71,
"Krongart",4,0,0,0,0,0,0,0,0,0,0,4,
"Kudla",294,94,25,0,0,37,14,0,0,0,54,513,
"Kuitpo",173,0,0,0,0,3,0,0,0,0,20,194,
"Kuitpo Colony",17,0,0,0,0,0,0,0,0,0,0,20,
"Kulpara",53,0,0,0,0,0,0,0,0,0,4,59,
"Kurralta Park",1480,192,57,43,458,128,317,0,24,18,105,2820,
"Kyancutta",74,0,0,0,0,0,0,0,0,0,3,76,
"Kybunga",60,0,0,0,0,0,0,0,0,0,0,65,
"Kybybolite",107,0,0,0,0,0,0,0,0,0,5,109,
"Kyeema",25,0,0,0,0,0,0,0,0,0,5,30,
"Laffer",43,0,0,0,0,0,0,0,0,0,0,44,
"Lake Albert (SA)",0,0,0,0,0,0,0,0,0,0,0,0,
"Lake Alexandrina",0,0,0,0,0,0,0,0,0,0,0,0,
"Lake Carlet",5,0,0,0,0,0,0,0,0,0,0,9,
"Lake Everard",4,0,0,0,0,0,0,0,0,0,0,4,
"Lake Eyre",0,0,0,0,0,0,0,0,0,0,0,0,
"Lake Frome",0,0,0,0,0,0,0,0,0,0,0,0,
"Lake Gairdner",0,0,0,0,0,0,0,0,0,0,0,0,
"Lake Gilles",0,0,0,0,0,0,0,0,0,0,0,0,
"Lake Macfarlane",0,0,0,0,0,0,0,0,0,0,0,0,
"Lake Plains",55,0,0,0,0,0,0,0,0,0,4,59,
"Lake Torrens",0,0,0,0,0,0,0,0,0,0,0,0,
"Lake View",9,0,0,0,0,0,0,0,0,0,0,6,
"Lameroo",764,0,0,6,0,8,0,0,0,0,63,847,
"Langhorne Creek",405,0,0,0,0,0,4,0,0,0,16,427,
"Langs Landing",3,0,0,0,0,0,0,0,0,0,0,6,
"Largs Bay",3653,89,72,0,0,20,14,4,7,11,210,4078,
"Largs North",3334,57,45,0,17,34,21,4,17,6,121,3649,
"Laura (SA)",624,0,0,0,0,0,0,0,0,0,25,663,
"Laura Bay",16,0,0,0,0,0,0,0,0,0,0,16,
"Laurie Park",54,0,0,0,0,0,0,0,0,0,3,59,
"Leabrook",1312,43,23,7,33,8,67,0,0,0,79,1572,
"Leasingham",112,3,0,0,0,0,0,0,0,0,0,119,
"Leawood Gardens",44,0,0,0,0,3,0,0,0,0,12,56,
"Leigh Creek (SA)",180,0,0,0,0,0,0,0,0,0,60,240,
"Leighton",46,0,0,0,0,0,0,0,0,0,0,48,
"Lenswood",456,0,3,0,0,0,0,0,0,0,17,482,
"Lewiston",2767,57,13,0,0,30,3,3,4,4,192,3083,
"Light Pass",226,0,0,0,0,0,0,0,0,0,6,232,
"Lincoln Gap",16,0,0,0,0,0,0,0,0,0,3,19,
"Lincoln National Park",5,0,0,0,0,0,0,0,0,0,0,5,
"Linden Park",1197,82,29,26,147,24,313,0,10,8,176,2024,
"Lindley",7,0,0,0,0,0,0,0,0,0,0,7,
"Linwood",42,0,0,0,0,0,0,0,0,0,13,52,
"Lipson",202,0,0,0,0,0,0,0,0,0,3,211,
"Little Douglas",7,0,0,0,0,0,0,0,0,0,0,7,
"Littlehampton",2878,22,12,0,3,3,9,0,5,4,106,3043,
"Lobethal",2290,23,25,0,3,90,0,0,0,0,96,2525,
"Lochaber",94,0,0,0,0,0,0,0,0,0,0,96,
"Lochiel (SA)",96,0,0,0,0,3,0,0,0,0,9,111,
"Lock",251,0,0,0,0,0,0,0,0,0,25,276,
"Lockleys",4150,757,109,65,141,61,145,0,14,7,175,5629,
"Long Flat (SA)",68,0,0,0,0,0,0,0,0,0,9,82,
"Long Plains",55,0,0,0,0,0,0,0,0,0,6,66,
"Longwood (SA)",261,5,3,0,0,0,0,0,0,0,11,287,
"Lonsdale",18,0,0,0,0,0,0,0,0,0,3,24,
"Louth Bay",121,0,0,0,0,0,0,0,0,0,4,124,
"Loveday",561,23,0,0,3,0,3,0,0,0,31,629,
"Lowan Vale",36,0,0,0,0,0,0,0,0,0,5,38,
"Lowbank",26,0,0,0,0,0,0,0,0,0,3,28,
"Lower Broughton",49,0,0,0,0,0,0,0,0,0,0,49,
"Lower Hermitage",197,0,0,0,0,0,0,0,0,0,3,208,
"Lower Inman Valley",437,4,0,0,0,0,0,0,0,0,8,452,
"Lower Light",184,4,0,0,0,0,0,0,0,0,15,207,
"Lower Mitcham",1870,81,12,3,30,13,79,0,0,10,52,2152,
"Loxton",4191,100,3,0,13,6,17,0,6,0,215,4567,
"Loxton North",751,15,0,0,0,0,0,0,0,0,38,799,
"Lucindale",520,3,0,0,0,0,0,0,4,0,27,559,
"Lucky Bay",9,0,0,0,0,0,0,0,0,0,12,26,
"Lyndhurst (SA)",19,0,0,0,0,0,0,3,0,0,7,24,
"Lyndoch",1828,17,0,0,0,0,0,0,3,0,153,1999,
"Lynton",173,9,6,0,0,6,6,0,3,0,17,218,
"Lyrup",272,12,0,0,0,0,0,0,0,0,17,302,
"Maaoupe",79,0,0,0,0,0,0,0,0,0,4,86,
"Macclesfield (SA)",1270,7,5,0,0,0,0,0,0,0,69,1351,
"Macdonald Park",413,30,7,0,13,31,0,0,0,5,37,532,
"Macgillivray",102,0,0,0,0,0,0,0,0,0,11,115,
"Magarey",14,0,0,0,0,0,0,0,0,0,0,14,
"Magdala",53,0,0,0,0,0,0,0,0,0,4,52,
"Maggea",9,0,0,0,0,0,0,0,0,0,0,9,
"Magill",5877,704,136,143,431,145,1022,0,46,26,324,8855,
"Mahanewo",0,0,0,0,0,0,0,0,0,0,0,0,
"Maitland (SA)",1204,3,5,0,6,0,0,4,0,0,46,1265,
"Makin",18,0,0,0,0,0,0,0,0,0,8,36,
"Malinong",39,0,0,0,0,0,0,0,0,0,0,39,
"Mallala",829,3,0,6,4,0,0,0,0,0,55,896,
"Malpas",20,0,0,0,0,0,0,0,0,0,0,23,
"Maltee",6,0,0,0,0,0,0,0,0,0,0,6,
"Malvern (SA)",2080,183,30,28,22,23,113,0,3,3,86,2573,
"Mambray Creek",18,0,0,0,0,0,0,0,0,0,0,20,
"Mangalo",47,0,0,0,0,0,0,0,0,0,0,52,
"Manna Hill",3,0,0,0,0,0,0,0,0,0,0,3,
"Mannanarie",67,0,0,0,0,0,0,0,0,0,9,74,
"Manningham",994,88,30,10,80,36,31,0,12,3,44,1324,
"Mannum",2393,8,4,5,0,9,8,0,14,0,203,2641,
"Manoora (SA)",132,0,0,0,0,0,0,0,0,0,15,151,
"Mansfield Park",1252,119,247,134,367,1359,259,0,213,27,226,4191,
"Mantung",20,0,0,0,0,0,0,0,0,0,0,21,
"Marama",51,0,0,0,0,0,0,0,0,0,8,63,
"Marananga",101,0,0,0,0,0,0,0,0,0,0,102,
"Marble Hill",58,8,0,0,0,0,0,0,0,0,0,65,
"Marcollat",72,0,0,0,0,0,0,0,0,0,10,75,
"Marden",1438,204,30,32,247,58,186,0,16,9,92,2315,
"Marino",1949,51,50,19,6,3,22,0,0,3,78,2181,
"Marion",2986,116,41,74,169,79,213,5,38,7,166,3908,
"Marion Bay (SA)",150,0,0,0,0,0,0,0,0,0,23,171,
"Markaranka",13,0,0,0,0,0,0,0,0,0,6,26,
"Marks Landing",9,0,0,0,0,0,0,0,0,0,0,9,
"Marla",60,0,5,0,0,4,0,0,0,0,27,104,
"Marleston",930,132,29,47,204,58,176,0,13,11,225,1832,
"Marola",10,0,0,0,0,0,0,0,0,0,0,10,
"Marrabel",102,0,0,0,0,0,0,0,0,0,8,103,
"Marree",87,0,0,0,0,0,0,0,0,0,12,105,
"Marryatville",427,19,20,3,13,0,77,0,0,0,23,587,
"Maryvale (SA)",6,0,0,0,0,0,0,0,0,0,0,6,
"Maslin Beach",1061,3,11,0,5,5,5,0,0,3,64,1151,
"Matta Flat",76,0,0,0,0,0,0,0,0,0,7,81,
"Maude (SA)",4,0,0,0,0,0,0,0,0,0,0,4,
"Mawson Lakes",7649,332,409,531,1216,1066,1305,0,122,41,622,13298,
"Mayfield (SA)",3,0,0,0,0,0,0,0,0,0,0,3,
"Maylands (SA)",1085,182,22,21,37,25,50,0,6,3,76,1500,
"McBean Pound",15,0,0,0,0,0,0,0,0,0,0,15,
"McCallum",24,0,0,0,0,0,0,0,0,0,0,24,
"McCracken",1819,10,5,0,0,3,0,3,0,9,107,1958,
"McHarg Creek",40,0,0,0,0,0,0,0,0,0,14,52,
"McLaren Flat",1452,6,4,0,0,7,0,0,5,0,63,1536,
"McLaren Vale",3525,86,4,3,0,9,13,0,0,0,202,3837,
"Meadows",1260,14,7,3,0,0,7,0,6,0,66,1365,
"Medindie",901,89,9,8,14,31,60,4,0,3,65,1180,
"Medindie Gardens",235,55,8,0,8,19,3,0,0,0,6,339,
"Melrose (SA)",308,0,0,0,0,0,5,0,0,0,23,341,
"Melrose Park (SA)",1693,140,26,17,73,23,116,0,4,8,101,2210,
"Melton (SA)",22,0,0,0,0,0,0,0,0,0,4,26,
"Melton Station",7,0,0,0,0,0,0,0,0,0,3,15,
"Meningie",994,6,5,0,4,8,0,21,0,0,88,1118,
"Meningie East",12,0,0,0,0,0,0,0,0,0,0,12,
"Meningie West",25,0,0,0,0,0,0,0,0,0,6,31,
"Menzies (SA)",79,0,0,0,0,0,3,0,0,0,4,93,
"Mercunda",10,0,0,0,0,0,0,0,0,0,0,10,
"Merghiny",19,0,0,0,0,0,0,0,0,0,0,19,
"Meribah",30,0,0,0,0,0,0,0,0,0,4,38,
"Merriton",50,0,0,0,0,0,0,0,0,0,0,50,
"Middle Beach",65,0,0,0,0,4,0,0,0,0,11,84,
"Middle River",6,0,0,0,0,0,0,0,0,0,10,15,
"Middleback Range",5,0,0,0,0,0,0,0,0,0,0,3,
"Middleton (SA)",1081,7,0,0,0,12,3,3,3,0,46,1157,
"Midgee (SA)",7,0,0,0,0,0,0,0,0,0,9,17,
"Mil-Lel",340,5,0,0,0,0,0,0,0,0,25,363,
"Milang",774,7,5,0,0,3,0,0,0,0,90,881,
"Mile End",2808,634,66,70,143,152,285,0,33,20,221,4432,
"Mile End South",13,3,0,0,0,0,0,0,0,0,6,26,
"Milendella",58,0,0,0,0,0,0,0,0,0,5,56,
"Millbrook (SA)",92,3,0,0,0,0,0,0,0,0,12,106,
"Millicent",4605,73,5,0,13,22,8,0,0,3,386,5109,
"Millswood",1829,126,8,13,12,10,46,0,3,6,86,2139,
"Miltalie",56,0,0,0,0,0,0,0,0,0,4,56,
"Mimili",23,0,0,0,0,0,0,182,0,0,38,245,
"Minbrie",33,0,0,0,0,0,0,0,0,0,0,33,
"Minburra",0,0,0,0,0,0,0,0,0,0,0,0,
"Mindarie (SA)",40,0,0,0,0,0,0,0,0,0,5,43,
"Mingary",64,0,0,0,0,0,0,0,0,0,13,75,
"Mingbool",113,4,0,0,0,0,0,0,0,0,21,138,
"Minlaton",998,0,0,3,7,0,4,0,0,0,79,1096,
"Minnipa",161,0,0,0,0,0,0,0,0,0,20,178,
"Mintaro",176,0,0,0,0,0,6,0,0,0,10,192,
"Minvalara",16,0,0,0,0,0,0,0,0,0,0,16,
"Miranda (SA)",39,0,0,0,0,0,0,0,0,0,5,41,
"Mitcham (SA)",1551,66,15,10,22,18,48,0,0,0,89,1826,
"Mitchell (SA)",48,0,0,0,0,0,0,0,0,0,0,50,
"Mitchell Park (SA)",3654,164,114,251,400,186,331,0,82,22,259,5466,
"Mitchellville",30,0,0,0,0,0,0,0,0,0,3,35,
"Moana",2420,26,25,4,0,5,10,0,0,3,145,2641,
"Mobilong",10,0,0,0,0,0,0,0,0,0,0,10,
"Moculta",211,4,0,0,0,0,0,0,0,0,15,227,
"Modbury",3595,186,71,169,427,135,343,4,82,17,217,5243,
"Modbury Heights",5698,137,118,130,183,50,153,0,19,14,206,6699,
"Modbury North",4558,97,115,130,191,57,232,0,16,16,205,5619,
"Moerlong",20,0,0,0,0,0,0,0,0,0,0,24,
"Monarto",192,0,0,0,0,0,0,5,0,0,12,210,
"Monarto South",149,0,0,0,0,0,0,0,0,0,12,158,
"Monash (SA)",967,59,4,9,26,4,0,0,4,0,49,1125,
"Monbulla",119,0,0,0,0,0,0,0,0,0,4,124,
"Mongolata",0,0,0,0,0,0,0,0,0,0,0,0,
"Montacute",254,14,4,0,0,0,0,0,0,0,20,296,
"Montarra",28,0,0,0,0,0,0,0,0,0,0,23,
"Monteith",122,3,0,0,0,0,3,0,0,0,3,133,
"Moockra",10,0,0,0,0,0,0,0,0,0,0,12,
"Moody",26,0,0,0,0,0,0,0,0,0,0,26,
"Moonaree",0,0,0,0,0,0,0,0,0,0,0,0,
"Moonta",577,6,0,0,16,0,9,0,0,0,36,638,
"Moonta Bay",2141,13,17,0,0,8,9,5,0,0,166,2344,
"Moonta Mines",202,0,0,0,0,0,0,0,0,0,14,222,
"Moorak",709,3,0,0,0,0,0,0,0,0,504,1225,
"Moorlands",48,0,0,0,0,0,0,0,0,0,10,58,
"Moorook",162,7,0,0,8,0,0,5,0,0,16,195,
"Moorook South",152,0,3,0,0,0,0,0,0,3,15,173,
"Moppa",73,0,0,0,0,0,0,0,0,0,3,80,
"Morchard",22,0,0,0,0,0,0,0,0,0,0,22,
"Morgan",455,0,0,0,10,0,0,0,0,0,25,488,
"Morn Hill",19,0,0,0,0,0,0,0,0,0,0,19,
"Morphett Vale",20249,299,291,208,323,191,195,14,79,58,1241,23137,
"Morphetts Flat",0,0,0,0,0,0,0,0,0,0,0,0,
"Morphettville",2571,83,55,44,102,43,126,3,14,13,154,3207,
"Mortana",17,0,0,0,0,0,0,0,0,0,0,17,
"Moseley",25,0,0,0,0,0,0,0,0,0,0,25,
"Mosquito Hill",115,0,0,0,0,0,0,0,0,0,6,122,
"Mount Barker (SA)",12628,125,50,11,107,116,99,5,14,9,680,13840,
"Mount Barker Junction",4,0,0,0,0,0,0,0,0,0,0,4,
"Mount Barker Springs",150,4,0,0,0,0,0,0,0,0,11,166,
"Mount Barker Summit",95,0,0,5,0,3,0,0,0,0,0,101,
"Mount Benson",106,0,0,0,0,0,0,0,0,0,4,117,
"Mount Bryan",104,0,0,0,0,0,0,0,0,0,3,113,
"Mount Bryan East",3,0,0,0,0,0,0,0,0,0,0,3,
"Mount Burr",322,0,4,0,0,0,0,4,0,0,37,356,
"Mount Charles",38,0,0,0,0,0,0,0,0,0,0,38,
"Mount Clarence Station",3,0,0,0,0,0,0,0,0,0,3,6,
"Mount Compass",1371,8,0,0,0,0,4,0,4,0,62,1453,
"Mount Cooper (SA)",11,0,0,0,0,0,0,0,0,0,0,11,
"Mount Crawford",115,5,0,0,0,0,0,0,0,0,11,125,
"Mount Damper",43,0,0,0,0,0,0,0,0,0,0,43,
"Mount Drummond",11,0,0,0,0,0,0,0,0,0,0,11,
"Mount Dutton Bay",39,0,0,0,0,0,0,0,0,0,5,45,
"Mount Eba",120,3,3,0,0,0,3,0,0,0,61,191,
"Mount Gambier",22727,335,84,38,126,485,101,16,175,40,1389,25513,
"Mount George (SA)",248,0,5,0,0,0,0,0,4,0,13,269,
"Mount Hope (SA)",44,0,0,0,0,0,0,0,0,0,0,44,
"Mount Jagged",137,4,0,5,0,0,0,0,0,0,9,159,
"Mount Joy",5,0,0,0,0,0,0,0,0,0,0,5,
"Mount Light",149,0,0,0,0,0,0,0,0,0,3,157,
"Mount Magnificent",46,0,0,0,0,0,0,0,0,0,11,61,
"Mount Mary",24,0,0,0,4,0,0,0,0,0,0,25,
"Mount Mcintyre",63,0,0,0,0,0,0,0,0,0,3,68,
"Mount Mckenzie",58,0,0,0,0,0,0,0,0,0,0,67,
"Mount Observation (SA)",11,0,0,0,0,0,0,0,0,0,3,9,
"Mount Osmond",345,7,10,0,0,3,4,0,0,0,7,380,
"Mount Pleasant (SA)",953,8,0,0,0,0,0,0,3,0,56,1023,
"Mount Schank",236,0,0,0,0,0,0,0,0,0,7,252,
"Mount Serle",18,0,0,0,0,0,0,6,0,0,6,26,
"Mount Templeton",30,0,0,0,0,0,0,0,0,0,0,32,
"Mount Torrens",669,3,0,0,0,0,3,0,0,0,40,712,
"Mount Wedge",14,0,0,0,0,0,0,0,0,0,0,14,
"Mount Willoughby",16,0,0,0,0,0,0,5,0,0,0,19,
"Moyhall",37,0,0,0,0,0,0,0,0,0,10,51,
"Mudamuckla",43,0,0,0,0,0,0,0,0,0,49,92,
"Mulgundawa",45,0,0,0,0,0,0,0,0,0,0,52,
"Mullaquana",228,0,0,0,0,0,0,0,0,0,16,253,
"Mundallio",0,0,0,0,0,0,0,0,0,0,0,0,
"Mundic Creek",32,0,0,0,0,0,0,0,0,0,0,36,
"Mundoo Island",7,0,0,0,0,0,0,0,0,0,0,7,
"Mundoora",120,0,0,0,0,0,0,0,0,0,8,129,
"Mundulla",409,0,0,0,0,0,0,0,0,0,23,433,
"Mundulla West",78,0,0,0,0,0,0,0,0,0,0,81,
"Mungeranie",40,0,0,0,0,0,0,0,0,0,25,63,
"Munno Para",3176,36,32,43,68,51,22,0,82,16,200,3738,
"Munno Para Downs",132,33,13,0,0,34,0,0,9,0,19,234,
"Munno Para West",4965,77,52,40,59,74,22,0,281,17,323,5912,
"Murbko",90,0,0,0,0,0,0,0,0,0,4,92,
"Murdinga",67,0,0,0,0,0,0,0,0,0,7,72,
"Murlong",25,0,0,0,0,0,0,0,0,0,0,25,
"Murninnie Beach",35,0,0,0,0,0,0,0,0,0,0,34,
"Murputja",4,0,0,0,0,0,0,28,0,0,18,55,
"Murrawong",22,0,0,0,0,0,0,0,0,0,0,20,
"Murray Bridge",11548,125,46,132,201,514,570,56,177,20,1176,14560,
"Murray Bridge East",1038,14,4,5,0,5,0,0,0,4,52,1116,
"Murray Bridge North",119,7,0,0,0,0,0,0,0,0,11,136,
"Murray Bridge South",186,0,0,0,0,0,0,0,0,0,16,197,
"Murray Town",58,0,0,0,0,0,0,0,0,0,3,60,
"Murtho",152,3,0,0,0,0,0,0,0,0,17,179,
"Muston",24,0,0,0,0,0,0,0,0,0,4,27,
"Mylor",980,13,4,0,0,11,4,0,0,0,83,1099,
"Mypolonga",428,5,0,0,0,4,0,0,0,0,34,476,
"Myponga",692,4,0,0,0,3,0,4,0,0,40,742,
"Myponga Beach",33,0,0,0,0,0,0,0,0,0,0,33,
"Myrtle Bank (SA)",2341,91,35,21,73,26,140,0,5,9,136,2880,
"Nackara",4,0,0,0,0,0,0,0,0,0,3,8,
"Nadia",3,0,0,0,0,0,0,0,0,0,0,3,
"Naidia",0,0,0,0,0,0,0,0,0,0,0,0,
"Nailsworth",1608,137,33,30,147,72,49,0,3,8,63,2148,
"Nain",27,0,0,0,0,0,0,0,0,0,0,27,
"Nairne",4702,38,14,9,12,17,12,0,0,10,229,5045,
"Nalyappa",18,0,0,0,0,0,0,0,0,0,0,18,
"Nangkita",169,0,3,0,0,0,3,0,0,0,26,204,
"Nangwarry",481,0,5,0,0,0,5,0,0,0,29,523,
"Nantawarra",65,0,0,0,0,0,0,0,0,0,0,63,
"Napperby",612,7,0,0,0,5,0,0,0,0,38,664,
"Naracoorte",4932,41,7,307,11,240,102,0,16,3,295,5958,
"Narridy",74,0,0,0,0,0,0,0,0,0,10,86,
"Narrung (SA)",104,0,0,0,0,0,0,77,0,0,15,197,
"Naturi",22,0,0,0,0,0,0,0,0,0,0,24,
"Neales Flat",71,0,0,0,0,0,0,0,0,0,3,73,
"Nectar Brook",15,0,0,0,0,0,0,0,0,0,7,24,
"Nelshaby",133,22,21,0,0,0,0,0,0,0,8,180,
"Nene Valley",85,0,0,0,0,0,0,0,0,0,5,82,
"Nepabunna",36,0,0,0,0,0,0,13,0,0,14,69,
"Nepean Bay",103,0,0,4,0,0,0,0,0,0,22,134,
"Netherby (SA)",1190,52,21,11,28,14,69,0,0,0,46,1431,
"Netherton",40,0,0,0,0,0,0,0,0,0,4,42,
"Netley",1192,263,27,18,77,39,79,0,3,3,69,1770,
"New Port",502,24,7,14,16,26,46,0,5,0,42,679,
"New Residence",72,0,0,0,0,0,0,0,0,0,5,79,
"New Town (SA)",1132,0,0,0,7,4,0,0,0,0,94,1237,
"New Well",13,0,0,0,0,0,0,0,0,0,0,18,
"Newland",42,0,0,0,0,0,4,0,0,0,7,53,
"Newton",2732,1050,96,129,207,82,316,0,21,9,143,4787,
"Ngapala",48,0,0,0,0,0,0,0,0,0,0,48,
"Ngarkat",0,0,0,0,0,0,0,0,0,0,0,0,
"Nildottie",175,0,0,0,0,0,0,0,0,0,7,188,
"Ninnes",57,0,0,0,0,0,0,0,0,0,0,56,
"Noarlunga Centre",152,6,8,0,13,7,3,0,3,0,14,205,
"Noarlunga Downs",3377,55,74,23,22,46,28,0,5,4,204,3846,
"Nora Creina",39,0,0,0,0,0,0,0,0,0,3,36,
