Australian Bureau of Statistics

"2016 Census - Cultural Diversity"
"SSC (UR) by RELP - 1 Digit Level"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"RELP - 1 Digit Level","Buddhism","Christianity","Hinduism","Islam","Judaism","Other Religions","Secular Beliefs and Other Spiritual Beliefs and No Religious Affiliation","Inadequately described","Not stated","Total",
"Carlisle",197,2660,149,334,0,77,2282,44,725,6477,
"Carlotta",0,46,0,0,0,0,31,0,16,98,
"Carmel",5,443,4,0,0,0,179,0,141,774,
"Carnamah",0,257,0,0,0,0,97,0,42,403,
"Carnarvon",4,95,12,0,0,0,45,0,45,208,
"Carrabin",0,3,0,0,0,0,0,0,0,3,
"Carramar (WA)",59,3936,53,82,0,57,2514,23,442,7169,
"Carrolup",0,32,0,0,0,0,16,0,4,51,
"Cartmeticup",0,35,0,0,0,0,15,0,6,54,
"Cascade (WA)",0,65,0,0,0,0,33,0,19,117,
"Castletown",20,2192,3,0,0,0,1284,27,473,4002,
"Casuarina (WA)",0,403,0,0,0,0,321,9,999,1742,
"Cataby",0,22,0,0,0,0,26,0,7,49,
"Catterick",0,125,0,0,0,0,44,0,6,175,
"Caversham",129,2785,279,183,11,79,1391,29,401,5293,
"Centennial Park (WA)",7,363,6,17,0,11,173,3,63,642,
"Cervantes",7,267,0,0,0,5,179,0,71,528,
"Chadwick",0,90,0,0,0,0,61,0,26,179,
"Champion Lakes",38,588,35,29,0,24,332,7,74,1126,
"Chandler (WA)",0,9,0,0,0,0,9,0,0,16,
"Changerup",0,30,0,0,0,0,12,0,9,53,
"Channybearup",0,54,0,0,0,0,73,0,14,145,
"Chapman Hill",0,57,0,0,0,6,39,0,14,118,
"Charley Creek",0,34,0,0,0,0,17,0,12,67,
"Cherry Tree Pool",0,40,0,0,0,0,16,0,0,55,
"Cheynes",0,10,0,0,0,0,5,0,0,17,
"Chichester (WA)",0,4,0,0,0,0,3,0,9,20,
"Chidlow",13,871,0,0,0,7,745,9,172,1830,
"Chittering",16,474,0,0,4,5,316,3,100,922,
"Chowerup",0,17,0,0,0,0,19,0,0,32,
"Churchlands",134,1735,176,51,12,28,1008,15,223,3381,
"City Beach",65,3893,39,19,38,25,2059,11,463,6611,
"Clackline",7,159,0,0,0,3,119,0,18,317,
"Claremont (WA)",110,4161,77,76,24,53,2679,26,930,8149,
"Clarkson",261,5867,224,350,11,183,4795,61,1210,12966,
"Cleary",0,7,0,0,0,0,0,0,0,12,
"Cleaverville",0,4,0,0,0,0,3,0,0,9,
"Clifton (WA)",0,0,0,0,0,0,0,0,0,0,
"Cloverdale",274,3731,233,439,6,124,2202,42,1015,8069,
"Coblinine",0,30,0,4,0,0,9,0,8,42,
"Coburn",0,0,0,0,0,0,0,0,0,0,
"Cockburn Central",26,536,36,33,0,12,490,5,114,1258,
"Cocklebiddy",0,0,0,0,0,0,3,0,14,21,
"Codjatotine",0,27,0,0,0,0,13,0,6,47,
"Cold Harbour",0,39,0,0,0,0,28,0,9,75,
"Collanilling",0,22,0,0,0,0,0,0,3,23,
"College Grove",10,666,3,9,0,7,444,3,426,1579,
"Collie (WA)",35,3959,8,11,0,41,2705,26,799,7583,
"Collie Burn",0,27,0,0,0,0,22,0,3,56,
"Collingwood Heights",0,316,4,0,0,6,286,15,50,675,
"Collingwood Park (WA)",5,112,0,0,0,0,88,0,14,222,
"Collins",0,18,0,0,0,0,13,0,5,34,
"Commodine",0,19,0,0,0,0,6,0,4,33,
"Como (WA)",427,6629,234,356,21,106,4818,79,1472,14143,
"Condingup",0,111,0,0,0,0,118,0,49,275,
"Connolly",36,2141,22,25,3,20,1134,21,250,3642,
"Contine",0,6,5,0,0,0,9,0,0,24,
"Coodanup",33,2041,3,12,0,15,1374,12,438,3930,
"Coogee (WA)",41,3116,12,14,3,16,1031,17,354,4598,
"Cookernup",0,256,0,0,0,0,192,0,51,507,
"Cooladar Hill",0,0,0,0,0,0,7,0,0,8,
"Coolbellup",84,2218,39,108,11,35,2209,46,595,5324,
"Coolbinia",17,812,6,13,187,0,481,5,126,1657,
"Coolcalalaya",0,11,0,0,0,0,0,0,3,13,
"Coolgardie (WA)",3,428,0,3,0,8,288,0,149,877,
"Cooljarloo",0,3,0,0,0,0,0,0,0,3,
"Cooloongup",72,3335,40,56,3,50,2529,46,620,6739,
"Coolup",0,206,0,0,0,3,148,0,35,391,
"Coomalbidgup",0,69,0,0,0,0,44,0,24,139,
"Coomberdale",0,34,0,0,0,0,24,0,14,65,
"Coonabidgee",0,60,0,0,0,0,43,0,21,129,
"Coondle",9,337,0,0,0,0,240,0,113,699,
"Coorow",0,104,0,0,0,0,50,0,13,166,
"Cooya Pooya",0,4,0,0,0,0,0,0,0,6,
"Copley (WA)",0,29,0,0,0,0,17,5,22,65,
"Coral Bay",0,69,0,3,0,0,116,0,14,214,
"Corinthia",0,4,0,0,0,0,0,0,0,5,
"Corrigin",3,465,5,0,0,5,259,5,113,849,
"Cosmo Newbery",0,40,0,0,0,6,11,0,4,58,
"Cossack (WA)",0,0,0,0,0,0,0,0,0,0,
"Cottesloe",66,3797,31,13,20,13,2712,38,690,7370,
"Courtenay",0,11,0,0,0,0,26,0,16,48,
"Cowalellup",0,10,0,0,0,0,7,0,10,26,
"Cowalla",0,29,0,0,0,0,15,0,0,45,
"Cowaramup",22,709,8,0,0,6,895,4,264,1902,
"Cowcowing",0,11,0,0,0,0,11,0,0,20,
"Coyrecup",0,24,0,0,0,0,11,0,3,37,
"Craigie (WA)",78,2657,31,46,6,24,2486,31,495,5852,
"Cramphorne",0,30,0,0,0,0,19,0,11,59,
"Cranbrook (WA)",0,287,0,0,0,0,153,3,50,499,
"Crawley",183,1242,106,305,42,38,1743,26,414,4095,
"Crooked Brook",0,125,0,0,0,0,46,0,22,200,
"Crossman",0,100,0,0,0,5,79,0,12,203,
"Crowea",0,49,0,0,0,0,59,0,17,121,
"Cuballing",4,214,0,0,0,3,157,0,72,452,
"Cubbine",0,13,0,0,0,0,7,0,7,23,
"Cue",0,69,0,0,0,0,56,0,52,174,
"Culham",0,11,0,0,0,0,11,0,3,30,
"Cullacabardee",0,14,0,0,0,0,18,0,7,42,
"Cullalla",0,12,0,0,0,0,9,0,4,29,
"Cundeelee",0,35,0,0,0,0,37,0,11,81,
"Cunderdin",0,563,0,6,0,4,212,4,94,870,
"Cundinup",0,24,0,0,0,0,16,0,12,49,
"Cunjardine",0,12,0,0,0,0,13,0,0,24,
"Currambine",91,4044,53,73,16,77,2083,30,446,6909,
"Cuthbert",0,57,0,0,0,0,67,0,26,157,
"Daadenning Creek",0,25,0,0,0,0,3,0,0,29,
"Daggar Hills",0,0,0,0,0,0,0,0,0,0,
"Daglish",28,621,18,14,6,14,603,3,102,1423,
"Dale",0,128,0,0,0,0,63,0,24,213,
"Daliak",0,35,0,0,0,0,13,0,15,63,
"Dalkeith",84,2454,95,45,20,22,1202,14,319,4241,
"Dalwallinu",12,495,0,0,0,0,187,9,75,783,
"Dalyellup",64,4713,63,64,5,54,3263,46,710,8995,
"Dalyup",0,77,0,0,0,4,55,0,46,171,
"Dampier",22,469,0,0,0,0,479,8,118,1106,
"Dampier Archipelago",0,0,0,0,0,0,0,0,0,0,
"Dampier Peninsula",0,815,0,0,0,16,131,0,141,1110,
"Dandanning",0,3,0,0,0,0,8,0,0,13,
"Dandaragan",0,233,0,0,0,0,74,0,31,341,
"Dangin",0,20,0,0,0,0,13,0,12,45,
"Darch",360,3865,458,349,12,70,1492,23,458,7088,
"Dardadine",0,6,0,0,0,0,16,0,0,20,
"Dardanup",0,284,0,0,0,0,192,4,24,502,
"Dardanup West",0,452,0,0,0,4,161,8,46,678,
"Darkan",0,206,0,0,0,0,155,0,38,400,
"Darling Downs",7,718,5,0,4,0,394,9,65,1200,
"Darlington (WA)",27,1752,5,0,3,25,1524,16,296,3654,
"Darradup",0,10,0,0,0,0,21,0,0,36,
"Dartmoor (WA)",0,0,0,0,0,0,9,0,0,8,
"Dartnall",0,24,0,0,0,0,0,0,14,36,
"Datatine",0,13,0,0,0,0,4,0,5,25,
"Davenport (WA)",0,14,0,0,0,0,0,0,0,14,
"Dawesville",53,3192,12,8,6,22,1998,27,503,5825,
"Dayton",79,1172,305,178,0,232,639,11,225,2832,
"De Grey",0,5,0,0,0,0,15,0,11,31,
"Deanmill",0,157,0,0,0,0,127,3,43,326,
"Deepdale",6,538,0,7,6,0,244,3,71,873,
"Deepdene (WA)",0,23,0,0,0,0,32,0,5,55,
"Denbarker",0,36,0,0,0,0,36,0,3,79,
"Denham",6,367,4,3,0,3,291,6,75,751,
"Denmark",46,952,11,0,5,29,1258,11,333,2636,
"Derby (WA)",19,1854,16,12,0,60,934,10,615,3512,
"Devils Creek",0,25,0,0,0,0,0,0,0,30,
"Dewars Pool",0,10,0,0,0,5,18,0,8,34,
"Diamond Tree",0,18,0,0,0,0,7,0,0,24,
"Dianella",938,12602,362,942,1312,259,5258,68,1744,23489,
"Dindiloa",0,13,0,0,0,0,0,0,3,19,
"Dingup",0,107,0,0,0,0,73,0,16,193,
"Dinninup",0,71,0,0,0,0,50,0,0,125,
"Dirk Hartog Island",0,0,0,0,0,0,0,0,0,4,
"Dixvale",0,27,0,0,0,0,18,0,11,55,
"Djugun",60,1165,11,19,0,6,1274,24,274,2833,
"Dongara",6,785,0,4,0,4,444,8,129,1381,
"Dongolocking",0,11,0,0,0,0,6,0,5,24,
"Donnelly River",0,0,0,0,0,0,0,0,3,7,
"Donnybrook (WA)",26,1486,9,22,0,17,939,14,314,2822,
"Doodenanning",0,21,0,0,0,0,8,0,14,45,
"Doodlakine",4,46,0,0,0,0,13,0,14,75,
"Dorre Island",0,0,0,0,0,0,0,0,0,0,
"Doubleview",103,4099,112,65,26,46,3099,44,802,8408,
"Dowerin",0,264,0,0,0,0,160,0,42,468,
"Drome",0,27,0,0,0,0,16,0,9,53,
"Drummond Cove",3,800,0,9,0,0,505,3,147,1477,
"Dryandra",0,4,0,0,0,0,0,0,0,4,
"Drysdale River",0,12,0,0,0,0,0,0,12,28,
"Dudawa",0,11,0,0,0,0,13,0,0,28,
"Dudinin",3,41,0,0,0,0,24,0,8,75,
"Dudley Park (WA)",78,3679,32,24,0,25,1883,35,497,6236,
"Dukin",0,17,0,0,0,0,17,0,0,33,
"Dulbelling",0,28,0,0,0,0,12,0,8,46,
"Dulyalbin",0,18,0,0,0,0,4,0,0,16,
"Dumbarton",0,114,0,4,0,5,64,0,25,219,
"Dumberning",0,112,0,0,0,0,38,0,43,186,
"Dumbleyung",0,133,0,0,0,0,99,0,23,265,
"Duncraig",139,8600,156,71,9,52,5202,52,997,15272,
"Dundas (WA)",0,3,0,0,0,0,0,0,0,3,
"Dunn Rock",0,6,0,0,0,0,3,0,0,16,
"Dunsborough",80,2422,13,7,3,9,2273,43,465,5317,
"Durack (WA)",0,86,0,0,0,0,70,0,27,190,
"Duranillin",0,45,0,0,0,0,20,0,3,65,
"Durawah",0,7,0,0,0,0,8,0,0,12,
"Dwarda",0,9,0,0,0,0,3,0,4,16,
"Dwellingup",10,270,0,0,0,0,188,8,90,558,
"Eagle Bay",0,27,0,0,0,0,32,0,15,73,
"East Augusta",0,15,0,0,0,0,7,0,0,27,
"East Ballidu",0,27,0,0,0,0,18,0,4,50,
"East Beverley",0,62,0,0,0,0,20,0,21,95,
"East Bowes",0,36,0,0,0,0,7,0,8,57,
"East Bunbury",51,2222,19,20,0,32,1240,13,311,3914,
"East Cannington",275,2238,294,634,0,219,1300,28,483,5466,
"East Carnarvon",8,438,0,0,0,0,328,0,125,902,
"East Chapman",0,25,0,0,0,0,15,0,0,37,
"East Damboring",0,8,0,0,0,0,0,0,0,8,
"East Fremantle",75,3621,22,13,14,48,2855,21,700,7375,
"East Lyons River",0,4,0,0,0,0,0,0,0,4,
"East Munglinup",0,26,0,0,0,0,15,0,28,71,
"East Murchison",0,9,0,0,0,0,0,0,0,7,
"East Nabawa",0,3,0,0,0,0,5,0,11,15,
"East Nannup",0,13,0,0,0,0,9,0,9,29,
"East Newdegate",0,11,0,0,0,0,10,0,0,17,
"East Perth",497,3673,459,419,33,95,3580,41,1805,10600,
"East Pingelly",3,140,0,0,0,0,50,0,26,220,
"East Popanyinning",0,12,0,0,0,0,4,0,4,17,
"East Rockingham",0,138,0,0,0,0,79,0,48,260,
"East Victoria Park",272,3992,216,385,5,118,3765,54,1269,10074,
"East Wickepin",0,18,0,0,0,0,10,0,0,38,
"East Yuna",0,27,0,0,0,0,4,0,12,45,
"Eastbrook",0,84,0,0,0,0,29,0,19,133,
"Eaton (WA)",88,4437,32,57,0,29,3036,30,774,8488,
"Eden Hill",84,1801,53,72,0,33,1087,24,307,3455,
"Edgewater",50,2424,13,45,10,19,1585,16,347,4507,
"Eganu",0,21,0,0,0,0,19,0,4,47,
"Eglinton (WA)",6,748,5,11,0,8,711,12,175,1678,
"Eighty Mile Beach",0,54,0,0,0,0,26,0,15,105,
"Elabbin",0,9,0,0,0,0,15,0,0,29,
"Elachbutting",0,11,0,0,0,0,5,0,6,21,
"Elgin (WA)",0,78,0,0,0,0,30,0,8,117,
"Elleker",3,172,0,3,0,0,159,4,24,374,
"Ellenbrook",354,10863,471,450,4,440,7810,137,2154,22683,
"Ellendale (WA)",0,12,0,0,0,0,0,0,0,12,
"Embleton",151,1453,34,93,6,29,1050,9,344,3168,
"Emu Flat (WA)",0,12,0,0,0,0,3,0,6,23,
"Emu Point",0,178,0,0,0,0,80,0,56,310,
"Eneabba",0,77,0,0,0,0,63,0,8,147,
"Ennuin",0,0,0,0,0,0,0,0,0,0,
"Eradu",0,13,0,0,0,0,0,0,0,13,
"Eradu South",0,6,0,0,0,0,3,0,7,22,
"Erskine (WA)",52,2765,5,12,0,20,1360,14,433,4665,
"Esperance",18,1105,7,6,0,9,646,7,345,2142,
"Etmilyn",0,0,0,0,0,0,0,0,0,0,
"Eucla",0,20,0,0,0,0,15,0,17,54,
"Eurardy",0,0,0,0,0,0,6,0,0,3,
"Ewlyamartup",0,24,0,0,0,0,13,0,0,33,
"Exmouth",14,1048,8,0,4,4,1168,18,258,2511,
"Exmouth Gulf",0,22,0,0,0,0,6,0,5,43,
"Fairbridge",0,25,0,0,0,0,16,0,4,47,
"Falcon",75,2798,9,15,0,38,1814,22,400,5162,
"Ferguson (WA)",0,118,0,0,0,0,81,5,31,235,
"Ferndale (WA)",98,2096,54,159,0,34,1443,25,430,4333,
"Fimiston",0,0,0,0,0,0,0,0,0,0,
"Finucane",0,0,0,0,0,0,0,0,0,0,
"Fitzgerald (WA)",0,0,0,0,0,0,0,0,0,0,
"Fitzgerald River National Park",0,0,0,0,0,0,0,0,0,0,
"Fitzroy Crossing",4,689,4,3,0,27,370,0,196,1301,
"Flint",0,0,0,0,0,0,0,0,0,0,
"Floreat",71,4360,65,35,33,39,2703,26,576,7900,
"Flynn (WA)",0,0,0,0,0,0,0,0,0,0,
"Forest Grove (WA)",0,102,0,0,0,0,112,3,35,256,
"Forest Hill (WA)",0,36,0,0,0,0,27,0,79,145,
"Forrest (WA)",0,0,0,0,0,0,0,0,0,0,
"Forrest Beach (WA)",0,29,0,0,0,0,12,0,0,41,
"Forrestania",0,21,0,0,0,0,16,0,10,46,
"Forrestdale",8,586,0,3,0,5,375,9,91,1075,
"Forrestfield",197,6282,193,278,15,97,4448,83,1110,12697,
"Fortescue (WA)",0,8,0,0,0,14,16,0,3,45,
"Frankland River",5,194,0,0,0,6,101,3,55,364,
"Fraser Range",0,16,0,0,0,0,8,0,31,51,
"Fremantle",156,2909,50,42,27,36,3798,54,1131,8209,
"Furnissdale",10,556,0,0,0,5,334,11,114,1026,
"Gabalong",0,3,0,0,0,0,4,0,0,11,
"Gabbadah",0,422,3,0,0,4,190,0,57,671,
"Gabbin",0,27,0,0,0,0,25,0,0,51,
"Gairdner",0,58,0,0,0,0,41,0,13,110,
"Gap Ridge",0,26,0,0,0,0,19,0,30,84,
"Garden Island (WA)",6,142,0,3,0,3,215,8,341,719,
"Gascoyne Junction",0,33,0,0,0,0,31,3,12,77,
"Gascoyne River",0,23,0,0,0,0,103,0,44,178,
"Geegully Creek",0,3,0,0,0,0,11,0,8,24,
"Gelorup",29,1254,0,0,4,8,818,14,164,2300,
"Geographe",32,1758,8,25,0,18,1225,20,318,3410,
"Georgina (WA)",0,51,0,0,0,0,28,0,6,80,
"Geraldton",30,1738,35,29,3,26,836,18,431,3145,
"Ghooli",0,8,0,0,0,0,0,0,0,8,
"Gibb",0,42,0,0,0,10,22,0,24,102,
"Gibson",0,290,0,0,0,0,114,0,47,452,
"Gibson Desert North",0,158,0,0,0,27,36,0,23,246,
"Gibson Desert South",0,4,0,0,0,0,0,0,59,64,
"Gidgegannup",31,1327,5,19,0,4,1055,16,283,2741,
"Gilgering",0,47,0,0,0,0,30,0,12,86,
"Gillimanning",0,12,0,0,0,0,4,0,0,15,
"Gillingarra",0,23,0,0,0,0,16,0,0,43,
"Gilroyd",0,0,0,0,0,0,0,0,0,0,
"Gingerah",0,0,0,0,0,0,0,0,4,4,
"Gingin",4,484,0,0,0,0,280,0,82,851,
"Ginginup",0,13,0,0,0,0,13,0,12,41,
"Girrawheen",564,4400,57,574,5,81,2307,56,710,8759,
"Gledhow",3,477,0,0,0,3,373,0,110,971,
"Glen Forrest",37,1302,5,6,8,23,1168,19,211,2779,
"Glen Iris (WA)",57,1582,9,19,0,9,1043,13,266,2998,
"Glen Mervyn",0,27,0,0,0,0,10,0,9,47,
"Glencoe (WA)",0,23,0,0,0,0,8,0,0,30,
"Glendalough",236,736,480,60,5,44,609,6,303,2484,
"Glenfield (WA)",5,534,0,11,0,11,314,5,58,944,
"Glenlynn",0,53,0,0,0,0,38,0,6,98,
"Glenoran",0,48,0,0,0,0,43,0,4,94,
"Glentromie",0,40,0,0,0,0,10,0,13,56,
"Gnangara",33,744,6,3,0,0,262,0,75,1124,
"Gnarabup",6,186,0,0,0,0,223,0,56,466,
"Gnoorea",0,11,0,0,0,0,0,0,0,9,
"Gnowangerup",0,364,0,3,0,3,160,0,68,598,
"Gnowellen",0,14,0,0,0,0,8,0,5,29,
"Golden Bay",22,1793,9,17,0,15,1527,47,362,3788,
"Goode Beach",0,75,0,0,0,3,110,0,18,212,
"Goodlands",0,23,0,0,0,0,22,0,9,48,
"Goomalling",0,349,0,0,0,3,131,0,77,567,
"Goomarin",0,7,0,0,0,0,4,0,0,17,
"Gooseberry Hill",36,1842,0,5,0,8,1088,9,283,3275,
"Gorge Rock",0,25,0,0,0,0,7,0,0,33,
"Gorrie",0,0,0,0,0,0,0,0,0,0,
"Gosnells",389,9448,545,1353,3,308,6001,141,2102,20292,
"Gracetown",9,64,0,0,0,0,139,3,27,238,
"Granville (WA)",0,11,0,0,0,0,6,0,0,15,
"Grass Patch",0,55,0,0,0,0,56,0,22,131,
"Grass Valley",0,103,0,0,0,0,53,0,15,174,
"Green Head",4,160,0,0,0,0,104,3,23,293,
"Green Range",0,32,0,0,0,0,30,0,4,69,
"Green Valley (WA)",0,30,0,0,0,0,19,0,3,52,
"Greenbushes",0,226,0,0,0,0,118,0,42,379,
"Greenfields",116,5365,35,22,3,70,3395,53,792,9857,
"Greenhills",0,29,0,0,0,0,12,0,19,63,
"Greenmount (WA)",36,1368,0,0,0,13,986,12,254,2670,
"Greenough",3,165,0,0,0,0,89,0,27,285,
"Greenwood (WA)",127,5272,48,67,15,40,3430,51,570,9616,
"Greenwoods Valley",0,3,0,0,0,0,7,0,4,7,
"Gregory (WA)",0,47,0,0,0,0,14,0,9,64,
"Grey",0,4,0,0,0,0,0,0,0,4,
"Greys Plain",0,77,0,0,0,8,111,0,11,202,
"Grimwade",0,0,0,0,0,0,0,0,0,0,
"Guilderton",0,83,0,0,0,0,60,0,33,173,
"Guildford (WA)",16,939,12,9,6,8,672,4,341,2012,
"Gundaring",0,0,0,0,0,0,5,0,0,3,
"Gunyidi",0,23,0,0,0,0,11,0,9,44,
"Gutha",0,32,0,0,0,0,23,0,3,58,
"Gwambygine",0,36,0,0,0,0,24,0,0,65,
"Gwelup",41,2706,36,19,16,21,1349,10,334,4536,
"Gwindinup",0,29,0,0,0,0,20,0,4,51,
"Hacketts Gully",0,22,0,0,0,0,25,0,0,48,
"Halls Creek (WA)",6,930,7,0,0,7,240,6,304,1499,
"Halls Head",136,7633,23,34,10,57,4745,56,1172,13865,
"Hamel",4,156,0,0,0,0,81,0,25,267,
"Hamelin Bay",0,31,0,0,0,0,12,0,0,46,
"Hamelin Pool",0,13,0,0,0,0,7,0,7,27,
"Hamersley",99,2709,41,38,17,40,1680,24,343,4978,
"Hamersley Range",0,0,0,0,0,0,0,0,0,0,
"Hamilton Hill",205,4865,79,126,12,81,3731,82,1212,10385,
"Hammond Park",112,2414,201,63,0,50,1632,18,397,4887,
"Hannans",15,1393,12,26,0,3,856,7,239,2546,
"Harris River",0,61,0,0,0,0,32,0,3,95,
"Harrisdale",393,4292,627,260,3,385,2580,49,488,9075,
"Harrismith",0,29,0,0,0,0,23,0,3,61,
"Harvey",16,2189,6,11,0,6,750,12,333,3316,
"Hastings (WA)",4,25,0,0,0,0,7,0,0,35,
"Hatter Hill",0,0,0,0,0,0,0,0,0,0,
"Hay (WA)",5,153,0,0,0,0,126,3,44,329,
"Haynes",25,396,54,11,0,10,187,3,65,755,
"Hazelmere",11,471,3,0,0,3,287,3,96,869,
"Hazelvale",0,28,0,0,0,0,30,0,11,67,
"Heathridge",68,3185,51,103,3,41,2660,38,514,6664,
"Helena Valley",32,2083,27,12,0,26,1263,22,210,3685,
"Henderson",0,8,0,0,0,0,4,0,7,18,
"Henley Brook",30,1502,11,4,0,6,741,7,218,2519,
"Henty (WA)",0,107,0,0,0,0,35,0,12,150,
"Herdsman",0,0,0,0,0,0,0,0,0,0,
"Herne Hill (WA)",14,926,3,9,0,3,423,7,140,1530,
"Herron",8,228,0,0,0,0,130,0,67,437,
"Hester",4,43,0,0,0,0,45,0,14,101,
"Hester Brook",3,54,0,0,0,0,41,0,9,105,
"Higginsville",0,21,0,0,0,0,29,0,8,64,
"High Wycombe",139,6206,66,106,6,63,4457,59,1200,12307,
"Highbury (WA)",0,145,0,0,0,0,88,4,53,291,
"Highgate (WA)",77,768,53,14,12,8,962,10,288,2209,
"Hilbert",24,754,73,45,4,17,530,10,93,1556,
"Hill River (WA)",0,55,0,0,0,0,39,0,4,94,
"Hillarys",118,6675,123,73,24,49,3016,47,692,10807,
"Hillman",21,870,9,13,0,21,720,10,180,1847,
"Hillside (WA)",0,52,0,0,0,0,12,0,0,60,
"Hilton (WA)",56,1426,28,27,5,37,1836,28,496,3938,
"Hindmarsh (WA)",0,26,0,0,0,0,8,0,6,32,
"Hines Hill",0,29,0,0,0,0,16,0,3,49,
"Hithergreen",0,33,0,0,0,4,18,0,3,61,
"Hocking",83,3213,82,75,5,39,2017,24,369,5915,
"Hoddys Well",0,71,0,0,0,0,31,0,15,120,
"Hoffman",0,23,0,0,0,0,8,0,12,42,
"Holleton",0,0,0,0,0,0,0,0,0,0,
"Holmwood",0,16,0,0,0,0,11,0,7,28,
"Holt Rock",0,27,0,0,0,0,13,0,5,39,
"Holyoake",0,3,0,0,0,0,8,0,0,17,
"Hope Valley (WA)",0,33,0,0,0,0,18,0,5,58,
"Hopeland (WA)",0,187,0,0,0,0,101,0,45,333,
"Hopetoun (WA)",3,441,0,0,0,6,296,4,110,867,
"Horrocks",0,100,0,0,0,0,27,0,15,141,
"Houtman Abrolhos",0,0,0,0,0,0,0,0,4,11,
"Hovea",5,312,0,0,0,3,257,0,44,625,
"Howatharra",0,71,0,0,0,0,38,0,19,131,
"Howick (WA)",0,24,0,0,0,0,28,0,13,55,
"Hulongine",0,23,0,0,0,0,4,0,6,30,
"Huntingdale (WA)",207,4024,230,645,4,171,2729,51,624,8692,
"Hyden",0,244,0,7,3,0,91,0,41,378,
"Ikewa",0,20,0,0,0,0,6,0,10,33,
"Iluka (WA)",50,3507,50,28,0,47,1340,14,236,5264,
"Indee",0,15,0,0,0,0,9,0,13,34,
"Inggarda",0,7,0,0,0,0,3,0,6,10,
"Inglehope",0,16,0,0,0,0,14,0,3,35,
"Inglewood (WA)",103,2821,37,53,36,22,2105,31,471,5676,
"Inkpen",0,16,0,0,0,0,5,0,0,20,
"Innaloo",188,3774,115,62,8,65,3060,37,941,8252,
"Innawanga",0,10,0,0,0,0,4,0,10,23,
"Irishtown (WA)",5,43,0,0,0,0,19,0,10,76,
"Irwin",0,44,0,0,0,0,26,0,11,86,
"Israelite Bay",0,0,0,0,0,0,0,0,0,0,
"Isseka",0,33,0,0,0,0,30,0,0,67,
"Jackitup",0,38,0,0,0,0,16,0,6,50,
"Jacup",0,18,0,0,0,0,36,0,6,66,
"Jalbarragup",0,61,0,0,0,0,49,0,12,124,
"Jaloran",0,28,0,0,0,0,0,0,0,36,
"Jandabup",21,161,0,0,0,0,109,6,11,303,
"Jandakot",83,1513,15,33,0,46,780,9,182,2655,
"Jane Brook",36,2023,11,27,4,16,1120,15,229,3489,
"Jardee",6,114,0,0,0,0,40,0,14,174,
"Jarrahdale",6,634,3,0,0,0,405,3,136,1193,
"Jarrahwood",0,5,0,0,0,0,15,0,0,18,
"Jelcobine",0,92,0,0,0,0,47,0,16,157,
"Jennacubbine",0,36,0,0,0,0,18,0,8,60,
"Jennapullin",3,42,0,0,0,0,10,0,14,71,
"Jerdacuttup",0,75,0,0,0,0,53,0,22,148,
"Jerramungup",0,148,0,0,0,0,132,0,77,357,
"Jibberding",0,21,0,0,0,0,15,0,18,45,
"Jilakin",0,30,0,0,0,0,3,0,7,46,
"Jindalee (WA)",21,1388,25,16,5,7,866,4,195,2519,
"Jindong",0,33,0,0,0,0,25,0,16,79,
"Jingalup",0,63,0,0,0,0,37,0,9,117,
"Jitarning",0,19,0,0,0,0,15,0,0,40,
"Jolimont",36,754,18,15,6,6,460,0,103,1404,
"Joondalup",181,4272,124,289,8,103,3193,51,878,9092,
"Joondanna",142,2315,140,115,17,71,1555,21,460,4840,
"Julimar",3,166,0,0,0,3,121,3,43,344,
"Juna Downs",0,93,7,10,0,0,85,0,31,228,
"Jurien Bay",26,819,0,5,0,4,722,3,179,1762,
"Kadathinni",0,22,0,0,0,0,14,0,3,40,
"Kalamunda",62,3900,17,7,4,34,2318,36,587,6971,
"Kalannie",6,95,0,0,0,0,65,0,27,191,
"Kalbarri",18,737,0,0,0,9,587,7,197,1560,
"Kalbarri National Park",0,0,0,0,0,0,0,0,0,0,
"Kalgan",5,363,0,0,0,4,347,5,76,803,
"Kalgoorlie",53,1914,53,43,0,32,1282,20,503,3906,
"Kalgup",4,39,0,0,0,0,23,0,4,68,
"Kallaroo",44,3042,31,30,7,10,1558,32,430,5179,
"Kaloorup",0,31,0,0,0,0,43,0,4,75,
"Kalumburu",0,374,0,0,0,0,16,0,19,410,
"Kambalda East",14,268,5,5,0,0,303,3,150,751,
"Kambalda West",10,805,3,11,0,3,702,8,247,1787,
"Kangaroo Gully",4,232,0,0,0,0,152,0,38,430,
"Kanowna",0,3,0,0,0,0,7,0,0,9,
"Karakin",12,133,0,0,0,0,85,0,11,247,
"Karalundi",0,45,0,0,0,0,0,0,28,69,
"Karawara",153,845,60,122,0,39,625,17,189,2060,
"Kardinya",242,4938,136,187,7,64,2488,24,659,8732,
"Karijini",0,11,0,0,0,0,17,0,17,45,
"Karlgarin",0,55,0,0,0,0,30,0,3,92,
"Karlkurla",0,80,0,5,0,0,57,0,43,177,
"Karloning",0,16,0,0,0,0,9,0,0,25,
"Karloo",4,281,0,26,0,0,192,4,72,583,
"Karnup",7,662,10,6,0,14,508,8,155,1372,
"Karragullen",4,244,0,0,0,5,122,0,16,397,
