Australian Bureau of Statistics

"2016 Census - Cultural Diversity"
"SSC (UR) by RELP - 1 Digit Level"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"RELP - 1 Digit Level","Buddhism","Christianity","Hinduism","Islam","Judaism","Other Religions","Secular Beliefs and Other Spiritual Beliefs and No Religious Affiliation","Inadequately described","Not stated","Total",
"Kyalite",0,48,0,0,0,0,25,0,7,85,
"Kyarran",0,15,0,0,0,0,9,0,0,22,
"Kybeyan",0,18,0,0,0,0,11,0,8,41,
"Kyeamba",0,41,0,0,0,0,8,0,3,56,
"Kyeemagh",13,602,14,73,4,5,131,0,82,916,
"Kyle Bay",39,707,3,41,0,0,183,0,67,1036,
"Kynnumboon",0,76,0,0,0,4,37,0,16,135,
"Kyogle",15,1295,9,0,0,9,561,14,294,2200,
"La Perouse",3,211,0,0,0,18,123,0,50,404,
"Lacmalac",0,107,0,0,0,0,26,0,17,154,
"Lade Vale",0,75,0,4,0,0,41,0,3,128,
"Ladysmith",0,233,0,0,0,0,83,0,31,350,
"Laffing Waters",0,88,0,0,0,0,18,0,5,110,
"Laggan",0,254,0,0,0,0,81,0,26,361,
"Lagoon Grass",0,36,0,0,0,3,14,0,5,53,
"Laguna",0,79,0,0,0,0,85,0,46,214,
"Lake Albert (NSW)",52,4437,12,4,0,11,1254,30,387,6191,
"Lake Bathurst",3,130,0,0,0,0,53,3,36,227,
"Lake Brewster",0,8,0,0,0,0,0,0,0,8,
"Lake Burrendong",0,0,0,0,0,0,0,0,4,5,
"Lake Cargelligo",6,1040,0,0,0,0,229,4,189,1476,
"Lake Cathie",23,2339,0,0,0,3,897,19,208,3496,
"Lake Conjola",3,268,0,0,0,0,115,4,48,436,
"Lake Cowal",0,34,0,0,0,0,4,0,0,38,
"Lake George",0,52,0,0,0,0,36,0,14,101,
"Lake Haven",22,2303,19,24,4,7,813,8,374,3575,
"Lake Heights",39,2563,12,266,0,20,668,11,257,3844,
"Lake Hume Village",0,41,0,0,0,0,14,0,0,55,
"Lake Illawarra",19,1907,4,35,0,5,932,16,246,3166,
"Lake Innes",3,299,0,0,0,0,89,3,37,432,
"Lake Macquarie",0,0,0,0,0,0,0,0,0,0,
"Lake Munmorah",39,3500,9,4,6,8,1275,4,401,5246,
"Lake Tabourie",8,355,0,0,0,9,226,5,42,649,
"Lake Wyangan",0,688,9,0,0,10,123,0,63,899,
"Lakelands (NSW)",23,951,11,5,0,8,347,3,72,1425,
"Lakemba",441,3584,287,10076,0,64,1118,16,1440,17019,
"Lakesland",0,294,0,0,0,0,86,3,42,434,
"Lakewood",0,806,0,0,0,6,275,6,92,1191,
"Lalalty",0,73,0,0,0,0,15,0,15,96,
"Lalor Park",90,4698,226,271,6,93,1581,17,682,7667,
"Lambs Valley (Glen Innes Severn - NSW)",0,64,0,0,0,0,15,0,13,90,
"Lambs Valley (Singleton - NSW)",5,235,0,0,0,0,85,0,40,368,
"Lambton",40,3031,27,21,4,12,1450,24,306,4910,
"Landervale",0,22,0,0,0,0,0,0,0,22,
"Lane Cove",317,5302,301,137,130,91,3687,25,825,10815,
"Lane Cove North",387,4956,503,235,150,104,4070,63,973,11442,
"Lane Cove West",58,1540,66,41,23,18,733,10,143,2630,
"Langley Vale",0,32,0,0,0,0,8,0,10,44,
"Lanitza",0,169,0,0,0,0,102,0,22,298,
"Lankeys Creek",0,29,0,0,0,0,14,0,0,47,
"Lansdowne (Canterbury-Bankstown - NSW)",0,14,0,0,0,0,0,0,0,16,
"Lansdowne (Mid-Coast - NSW)",6,359,0,0,0,0,175,0,51,591,
"Lansdowne Forest",0,3,0,0,0,0,0,0,0,6,
"Lansvale",556,1090,17,195,0,14,442,8,260,2575,
"Lapstone",7,577,0,5,5,9,292,4,62,957,
"Larbert",0,22,0,0,0,0,3,0,15,41,
"Largs",10,1371,0,0,0,0,386,9,159,1935,
"Larnook",12,119,4,0,0,8,155,5,69,374,
"Larras Lee",0,47,0,0,0,0,6,0,15,68,
"Laughtondale",0,60,0,0,0,0,22,0,4,82,
"Laurel Hill",0,9,0,0,0,0,3,0,0,22,
"Laurieton",19,1353,6,0,0,0,452,0,154,1990,
"Lavadia",0,8,0,0,0,0,10,0,4,21,
"Lavender Bay",22,446,13,8,10,0,320,0,125,943,
"Laverstock",0,15,0,0,0,0,10,0,0,28,
"Lavington",117,7352,339,125,5,149,3224,57,1110,12474,
"Lawrence (NSW)",4,665,0,0,0,0,273,4,92,1042,
"Lawson (NSW)",36,1225,8,10,3,37,1076,13,203,2612,
"Leadville",0,89,0,0,0,0,27,0,53,170,
"Leconfield",0,104,0,0,0,0,30,3,8,144,
"Lee Creek",0,4,0,0,0,0,0,0,0,4,
"Leeton",28,6199,29,66,0,101,1300,5,889,8624,
"Leets Vale",0,31,0,0,0,0,11,0,13,57,
"Leeville",0,167,0,0,0,0,52,0,33,249,
"Legume",0,90,0,0,0,0,36,8,30,150,
"Leichhardt (NSW)",277,6255,114,126,50,78,6124,88,1518,14622,
"Lemington",0,0,0,0,0,0,3,0,5,8,
"Lemon Tree",0,28,0,0,0,0,25,0,6,58,
"Lemon Tree Passage",17,1584,0,3,0,18,733,12,237,2600,
"Len Waters Estate",0,0,0,0,0,0,0,0,0,0,
"Lenaghan",0,40,0,0,0,0,9,0,0,52,
"Lennox Head",111,3155,13,15,8,27,2479,49,547,6409,
"Leonay",13,1665,5,26,7,11,619,11,156,2517,
"Leppington",89,2172,89,246,0,26,524,7,349,3499,
"Lerida",0,15,0,0,0,0,9,0,0,24,
"Lethbridge Park",38,2872,62,100,0,14,1089,16,554,4750,
"Leumeah",197,5757,333,649,8,106,2028,28,723,9836,
"Leura",113,1965,54,29,10,30,1897,21,527,4648,
"Levenstrath",0,31,0,0,0,0,4,0,5,43,
"Lewinsbrook",0,35,0,0,0,0,0,0,3,41,
"Lewis Ponds",0,110,0,0,0,0,17,0,22,151,
"Lewisham (NSW)",75,1286,27,27,11,13,1409,12,303,3165,
"Leycester",0,98,0,0,0,0,38,4,6,149,
"Liberty Grove",84,935,217,75,7,37,658,3,236,2253,
"Lidcombe",1810,7406,1566,1911,4,178,4872,56,1822,19626,
"Liddell",0,0,0,0,0,0,0,0,0,0,
"Lidsdale",0,286,0,0,0,3,64,0,73,429,
"Lidster",0,191,0,0,0,0,77,0,26,305,
"Lightning Ridge",15,1232,3,16,0,11,684,6,316,2282,
"Lilli Pilli (Eurobodalla - NSW)",7,342,0,0,0,0,211,9,61,625,
"Lilli Pilli (Sutherland Shire - NSW)",5,1010,0,0,0,0,309,5,58,1391,
"Lillian Rock",7,39,0,0,0,4,117,3,44,220,
"Lilydale (NSW)",0,12,0,0,0,0,3,5,11,26,
"Lilyfield",116,3432,27,51,39,23,3166,43,724,7617,
"Lilyvale (NSW)",0,5,0,0,0,0,4,0,0,0,
"Limbri",0,58,0,0,0,0,37,0,9,102,
"Limeburners Creek (Mid-Coast - NSW)",4,191,0,0,0,5,90,0,45,336,
"Limeburners Creek (Port Macquarie-Hastings - NSW)",0,8,0,0,0,0,3,0,0,12,
"Limekilns",0,67,0,0,0,0,34,0,13,111,
"Limerick",0,33,0,0,0,0,8,0,3,40,
"Limestone (NSW)",0,4,0,0,0,0,0,0,3,8,
"Limpinwood",0,110,0,0,0,0,74,0,33,221,
"Linburn",0,51,0,0,0,0,7,0,0,62,
"Linden (NSW)",3,269,0,0,0,0,179,4,38,496,
"Lindendale",0,138,0,0,0,5,85,0,16,244,
"Lindesay",0,12,0,0,0,0,10,0,0,22,
"Lindesay Creek",0,13,0,0,0,0,3,0,0,21,
"Lindfield",349,4967,180,67,144,74,3260,31,721,9794,
"Lindifferon",0,32,0,0,0,0,14,0,4,48,
"Linley Point",15,222,3,0,0,7,75,0,31,348,
"Lionsville",0,3,0,0,0,0,0,0,0,5,
"Lisarow",47,3225,23,12,3,17,1478,21,323,5136,
"Lismore (NSW)",61,1693,0,10,0,42,1311,49,410,3578,
"Lismore Heights",33,1144,3,5,0,24,763,17,202,2193,
"Liston",0,79,0,0,0,0,42,0,15,136,
"Lithgow",71,3218,37,13,6,26,1326,22,475,5202,
"Little Back Creek",0,22,0,0,0,0,10,0,6,42,
"Little Bay",99,2332,41,40,112,13,1156,11,667,4477,
"Little Billabong",0,65,0,0,0,0,45,0,0,109,
"Little Forest",10,101,0,0,0,0,44,0,4,160,
"Little Hartley",6,304,0,0,0,0,118,9,66,510,
"Little Jacks Creek",0,14,0,0,0,0,9,0,0,23,
"Little Jilliby",3,37,0,0,0,0,29,0,45,115,
"Little Pelican",0,5,0,0,0,0,0,0,0,3,
"Little Plain",0,107,0,0,0,0,31,0,0,144,
"Little River (NSW)",0,38,0,0,0,0,10,0,0,49,
"Little Topar",0,19,0,0,0,0,9,0,4,31,
"Little Wobby",0,18,0,0,0,0,23,0,17,60,
"Littleton",0,598,0,0,0,0,144,0,57,796,
"Liverpool",890,10879,2096,3996,9,2751,2447,89,3937,27087,
"Llanarth (NSW)",24,1555,26,20,0,6,432,8,128,2197,
"Llandilo",4,1156,24,21,0,6,280,0,145,1633,
"Llangothlin",0,102,0,0,0,0,15,0,12,125,
"Lloyd",5,586,19,6,6,0,172,0,53,843,
"Loadstone",0,25,0,0,0,0,11,0,9,40,
"Lochiel (NSW)",7,148,0,0,0,4,175,0,20,356,
"Lochinvar",3,577,0,0,0,0,140,5,59,783,
"Lockhart",7,844,0,0,0,0,116,0,98,1068,
"Locksley (NSW)",0,27,0,0,0,0,3,4,18,53,
"Loftus",19,2783,11,3,0,0,1097,15,205,4128,
"Loftville",0,116,0,0,4,0,62,0,45,231,
"Logans Crossing",0,85,0,0,0,0,41,0,4,133,
"Logie Brae",0,53,0,0,0,0,14,0,14,82,
"Londonderry (NSW)",32,2730,9,31,8,8,687,10,393,3904,
"Long Beach",15,810,0,11,5,6,472,14,109,1436,
"Long Flat (NSW)",0,83,0,0,0,0,20,0,20,126,
"Long Jetty",53,4069,27,6,0,32,1656,17,528,6391,
"Long Plain (Inverell - NSW)",0,23,0,0,0,0,3,0,6,36,
"Long Plain (Snowy Monaro Regional - NSW)",0,0,0,0,0,0,0,0,0,0,
"Long Point (Campbelltown - NSW)",0,131,0,3,0,0,48,0,25,211,
"Long Point (Singleton - NSW)",4,28,0,0,0,0,0,0,0,33,
"Longarm",0,10,0,0,0,0,0,0,0,11,
"Longreach (NSW)",0,37,0,0,0,0,22,0,0,64,
"Longueville",16,1383,40,7,17,7,484,4,113,2062,
"Loomberah",0,395,0,0,0,0,74,0,39,507,
"Lord Howe Island",0,185,0,0,0,0,140,0,50,381,
"Lords Hill",0,23,0,0,0,0,0,0,0,26,
"Lorn",11,849,0,0,0,6,365,4,96,1339,
"Lorne (NSW)",0,124,0,0,0,0,109,0,25,264,
"Lost River",0,54,0,0,0,0,6,0,15,70,
"Lostock",0,38,0,0,0,0,13,0,9,55,
"Louisa Creek",0,0,0,0,0,0,3,0,0,5,
"Louth",0,35,0,0,0,0,5,0,8,43,
"Louth Park",0,483,0,6,0,0,134,0,35,655,
"Lovedale",3,299,0,6,0,0,133,0,42,486,
"Lovett Bay",3,30,0,0,0,0,57,0,58,147,
"Lowanna",4,145,0,0,0,7,118,5,74,362,
"Lower Acacia Creek",0,23,0,0,0,0,13,0,7,40,
"Lower Bago",0,3,0,0,0,0,0,0,0,3,
"Lower Belford",0,276,0,0,0,0,86,0,29,388,
"Lower Boro",0,94,0,0,0,0,63,3,20,170,
"Lower Bottle Creek",0,14,0,0,0,0,4,0,0,21,
"Lower Creek",0,20,0,0,0,0,8,0,4,31,
"Lower Duck Creek",0,7,0,0,0,0,13,0,0,26,
"Lower Dyraaba",0,11,0,0,0,0,15,0,0,24,
"Lower Lewis Ponds",0,27,0,0,0,0,16,0,4,41,
"Lower Macdonald",3,156,0,0,0,0,88,0,20,262,
"Lower Mangrove",7,29,0,0,0,0,26,0,12,66,
"Lower Pappinbarra",0,51,0,0,0,0,49,0,18,116,
"Lower Peacock",0,3,0,0,0,0,0,0,0,3,
"Lower Portland",7,331,0,0,0,8,172,4,73,591,
"Lower Southgate",5,89,0,0,0,0,20,0,8,112,
"Lowesdale",0,60,0,0,0,0,26,0,13,99,
"Lowther",0,35,0,0,0,0,22,0,19,73,
"Loxford",0,38,0,0,0,0,11,0,17,66,
"Lucas Heights",0,0,0,0,0,0,0,0,0,0,
"Lucknow (NSW)",0,205,4,0,0,5,56,0,25,298,
"Luddenham",19,1413,17,22,0,0,220,0,128,1827,
"Lue",0,122,0,0,0,0,48,0,23,192,
"Lugarno",66,4111,21,95,3,6,995,11,302,5604,
"Lurnea",295,3975,204,2319,0,631,897,28,964,9315,
"Luskintyre",0,146,0,0,0,0,18,0,21,183,
"Lynchs Creek",0,41,0,0,0,0,38,0,5,88,
"Lyndhurst (Armidale Regional - NSW)",0,13,0,0,0,0,5,0,0,20,
"Lyndhurst (Blayney - NSW)",0,280,0,0,0,0,62,0,17,363,
"Lynwood (NSW)",0,144,0,0,0,0,58,0,20,226,
"Mabins Well",0,8,0,0,0,0,3,0,0,18,
"Macdonalds Creek",0,9,0,0,0,0,3,0,0,15,
"Macksville",12,1670,5,0,0,11,589,5,298,2598,
"Maclean",20,1665,3,3,0,6,659,17,255,2622,
"Macmasters Beach",10,703,3,0,12,0,466,5,100,1292,
"Macquarie Fields",466,6680,1115,1760,3,123,2262,53,1258,13712,
"Macquarie Hills",16,2148,10,6,0,9,960,10,144,3305,
"Macquarie Links",25,786,58,210,0,22,170,0,91,1357,
"Macquarie Marshes",0,3,0,0,0,0,0,0,0,3,
"Macquarie Park",379,2703,753,464,61,54,2795,40,893,8142,
"Macquarie Pass",0,0,0,0,0,0,0,0,0,0,
"Maddens Plains",0,0,0,0,0,0,0,5,0,4,
"Maffra (NSW)",0,12,0,0,0,0,11,0,4,24,
"Magenta (NSW)",0,138,0,3,0,0,53,0,8,208,
"Magometon",0,14,0,0,0,0,10,0,0,24,
"Maianbar",0,242,0,0,0,0,228,5,29,507,
"Maimuru",0,106,0,13,0,0,17,0,6,139,
"Main Arm",15,141,0,0,10,10,271,5,133,584,
"Main Creek",0,65,0,0,0,0,13,0,9,85,
"Mairjimmy",0,42,0,0,0,0,0,0,13,54,
"Maison Dieu",0,111,0,0,0,0,35,0,33,180,
"Maitland (NSW)",26,1080,18,14,0,13,488,8,233,1884,
"Maitland Bar",4,12,0,0,0,0,4,0,6,21,
"Maitland Vale",0,77,0,0,0,0,33,0,22,137,
"Majors Creek (NSW)",3,115,0,0,0,0,93,0,34,252,
"Malabar",55,2411,17,42,70,10,882,18,1909,5423,
"Maldon (NSW)",0,4,0,0,0,0,7,0,5,19,
"Mallabula",9,566,0,0,0,0,264,7,88,932,
"Mallan",0,21,0,0,0,0,31,0,0,52,
"Mallanganee",0,96,0,0,0,0,42,0,8,148,
"Mallee",0,0,0,0,0,0,4,0,0,8,
"Mallowa",0,68,0,0,0,0,12,0,24,103,
"Maloneys Beach",0,253,0,0,0,0,94,0,21,369,
"Malua Bay",20,1097,0,0,0,4,574,13,221,1934,
"Manar",0,71,0,0,0,0,33,0,15,121,
"Manchester Square",0,14,0,0,0,0,4,0,0,19,
"Mandagery",0,46,0,0,0,0,10,0,3,68,
"Mandalong",15,236,0,0,0,7,134,4,35,431,
"Mandemar",0,40,0,0,0,0,12,0,10,63,
"Mandurama",0,214,0,0,0,0,79,4,51,356,
"Mangerton",37,1710,20,20,0,14,809,18,229,2857,
"Mangoola",0,37,0,0,0,0,12,0,3,51,
"Mangoplah",0,197,0,0,0,0,49,0,64,308,
"Mangrove Creek",0,9,0,0,0,0,16,0,8,36,
"Mangrove Mountain",3,410,0,19,0,7,206,5,63,714,
"Manildra",3,593,0,0,0,0,80,0,86,763,
"Manilla",7,1761,3,0,0,26,496,9,255,2548,
"Manly (NSW)",208,6740,27,37,72,38,6796,77,1878,15863,
"Manly Vale",85,2941,117,90,10,45,2312,33,518,6167,
"Mannering Park",24,1569,8,4,0,3,702,6,156,2472,
"Manning Point",7,138,0,0,0,0,53,0,40,245,
"Mannus",0,42,0,0,0,0,15,0,160,222,
"Manobalai",0,50,0,0,0,0,12,0,6,70,
"Manton (NSW)",0,166,0,0,0,0,83,0,40,290,
"Manyana",13,321,0,0,0,0,136,0,48,523,
"Maragle",0,36,0,0,0,7,5,0,10,60,
"Maraylya",5,909,0,10,0,0,224,3,88,1242,
"Marayong",111,4691,572,278,0,421,1142,20,465,7706,
"March",0,97,0,0,0,0,14,0,4,117,
"Marchmont",0,154,0,0,0,0,64,0,9,226,
"Mardi",43,2266,66,20,5,26,893,7,364,3681,
"Marengo (NSW)",0,4,0,0,0,0,0,0,6,11,
"Mares Run",0,0,0,0,0,0,0,0,0,0,
"Marinna",0,37,0,0,0,0,0,0,15,48,
"Marks Point",17,1087,0,0,0,10,574,7,116,1824,
"Markwell",0,81,0,0,0,0,20,0,11,115,
"Marlee",0,115,0,0,0,0,63,0,39,217,
"Marlo Merrican",3,23,0,0,0,0,23,0,22,69,
"Marlow",0,10,0,0,0,0,6,0,9,21,
"Marlowe",0,0,0,0,0,0,0,0,0,0,
"Marmong Point",9,466,5,0,0,0,229,10,43,757,
"Marom Creek",0,82,0,0,0,0,35,8,7,130,
"Maroota",3,410,0,0,3,0,131,0,76,619,
"Maroubra",962,15584,213,491,1473,115,8958,114,2782,30686,
"Marrangaroo",0,371,0,0,0,0,74,0,463,909,
"Marrar",0,257,0,0,0,0,84,0,27,368,
"Marrickville",1569,10114,441,797,98,149,10681,193,2545,26590,
"Marsden Park",18,623,31,22,0,21,171,5,125,1003,
"Marsfield",626,5732,365,373,62,84,4917,41,1100,13295,
"Marshall Mount",0,101,0,3,0,0,30,0,11,145,
"Marshdale",0,29,0,0,0,0,8,0,3,42,
"Marthaguy",0,54,0,0,0,0,3,0,3,58,
"Martindale",0,101,0,0,0,0,30,0,28,161,
"Martins Creek",0,227,0,0,0,0,102,0,55,385,
"Martinsville",3,178,0,0,0,0,118,0,56,365,
"Marulan",9,791,5,11,0,10,257,3,94,1178,
"Maryland (Newcastle - NSW)",67,4935,62,45,0,34,2135,29,384,7691,
"Maryland (Tenterfield - NSW)",0,46,0,0,0,0,3,0,7,53,
"Marys Mount",0,60,0,0,0,0,5,0,4,69,
"Maryvale (NSW)",0,135,0,0,0,0,31,0,21,192,
"Maryville",10,654,3,0,0,5,685,10,69,1447,
"Mascot",942,7089,424,677,104,51,4118,56,1307,14771,
"Matcham",3,614,6,0,0,4,284,0,70,987,
"Matheson",0,41,0,0,0,0,4,0,0,54,
"Mathoura",0,578,0,0,0,0,281,0,70,940,
"Matong",0,111,0,0,0,0,27,0,29,168,
"Matraville",221,5942,68,194,323,49,2108,22,886,9804,
"Maude (NSW)",0,73,0,0,0,0,3,0,7,86,
"Maules Creek",0,84,0,0,0,0,21,0,6,111,
"Maxwell",0,70,0,0,0,0,23,0,3,94,
"Maybole",0,32,0,0,0,0,4,0,3,45,
"Mayers Flat",0,23,0,0,0,0,22,0,3,49,
"Mayfield (Newcastle - NSW)",155,4629,56,108,4,52,3478,66,765,9312,
"Mayfield (Oberon - NSW)",0,4,0,0,0,0,0,0,0,4,
"Mayfield (Queanbeyan-Palerang Regional - NSW)",0,12,0,0,0,0,6,0,0,21,
"Mayfield (Shoalhaven - NSW)",0,27,0,0,0,0,3,0,11,37,
"Mayfield East",13,817,3,3,0,6,709,11,123,1687,
"Mayfield North",0,0,0,0,0,0,0,0,0,0,
"Mayfield West",24,1077,4,13,0,11,642,11,123,1896,
"Mayrung",0,95,0,0,0,0,31,0,20,146,
"Mays Hill",16,333,147,53,0,38,90,5,78,767,
"Mayvale",0,12,0,0,0,0,5,0,0,17,
"McCullys Gap",0,187,0,0,0,0,48,0,20,246,
"McDougalls Hill",0,116,0,0,0,0,17,0,3,141,
"McGraths Hill",13,1822,0,10,4,9,557,3,138,2555,
"McKees Hill",3,257,0,0,0,0,71,0,14,352,
"McKellars Park",0,128,0,0,0,3,66,0,32,223,
"McLeans Ridges",0,272,0,0,0,0,171,9,59,515,
"McLeods Shoot",0,28,0,4,4,6,40,0,19,101,
"McMahons Point",39,955,26,12,28,12,901,10,297,2280,
"McMahons Reef",0,48,0,0,0,0,5,0,3,53,
"Meadow Flat",3,199,0,0,0,0,88,0,21,313,
"Meadowbank (NSW)",221,1759,408,139,3,84,1515,9,261,4408,
"Mebbin",0,0,0,0,0,0,0,0,0,0,
"Mebul",0,29,0,0,0,0,4,0,6,41,
"Medlow Bath",18,268,0,4,5,5,250,10,51,616,
"Medowie",57,5982,8,14,4,15,2627,34,820,9563,
"Medway",6,70,0,0,0,0,33,0,11,122,
"Meerschaum Vale",12,199,0,0,0,0,121,0,61,398,
"Megalong Valley",11,66,0,0,0,0,42,4,34,149,
"Megan",0,56,0,0,0,0,70,0,21,152,
"Melbergen",0,0,0,0,0,0,0,0,0,0,
"Melinga",0,64,0,0,0,0,30,0,6,106,
"Mellong",0,4,0,0,0,0,0,0,0,4,
"Mellool",0,21,0,0,0,0,13,0,9,46,
"Melrose Park (NSW)",45,995,15,27,3,3,367,3,107,1572,
"Melville (NSW)",0,38,0,0,0,0,15,0,6,57,
"Memagong",0,61,0,0,0,0,24,0,4,91,
"Menah",0,103,0,0,0,0,35,0,17,150,
"Menai",94,7408,85,143,17,29,1981,34,517,10306,
"Menangle",3,851,0,0,0,0,157,0,133,1146,
"Menangle Park",7,174,0,0,0,0,58,0,26,254,
"Mendooran",3,386,0,3,0,0,108,0,53,564,
"Menindee",0,243,0,0,0,3,190,5,108,552,
"Merah North",0,134,0,0,0,0,24,0,22,184,
"Merewether",98,6099,35,25,18,20,3831,67,777,10963,
"Merewether Heights",4,779,9,0,0,0,473,7,126,1400,
"Merimbula",46,1906,3,0,0,10,1202,7,377,3544,
"Meringo",0,42,0,0,0,0,48,0,15,97,
"Mernot",0,0,0,0,0,0,0,0,0,0,
"Meroo",0,20,0,0,0,0,11,0,5,38,
"Meroo Meadow",0,288,5,4,0,3,144,0,33,479,
"Merotherie",0,9,0,0,0,0,0,0,11,22,
"Merriangaah",0,4,0,0,0,0,3,0,0,8,
"Merricumbene",0,17,0,0,0,0,0,0,0,13,
"Merrigal",0,19,0,0,0,0,11,0,0,30,
"Merrill",0,26,0,0,0,0,7,0,0,33,
"Merriwa (NSW)",0,1292,6,0,0,0,260,4,200,1761,
"Merriwagga",0,84,0,0,0,0,18,0,3,105,
"Merrygoen",0,81,0,0,0,0,18,0,18,116,
"Merrylands",916,13549,1358,7292,3,511,3543,73,2406,29650,
"Merrylands West",130,3601,165,1324,0,98,805,17,456,6588,
"Merungle Hill",0,173,0,0,0,0,42,0,51,258,
"Meryla",0,0,0,0,0,0,0,0,4,7,
"Metford",32,3108,65,14,3,15,1169,17,333,4761,
"Methul",0,44,0,0,0,0,3,0,5,56,
"Metz",0,61,0,0,0,0,43,0,4,107,
"Miamley",0,0,0,0,0,0,0,0,0,0,
"Miandetta (NSW)",0,21,0,0,0,0,0,0,13,40,
"Micalo Island",0,20,0,0,0,0,10,0,0,34,
"Michelago",0,316,0,0,0,0,178,0,61,564,
"Middle Arm",0,252,0,0,0,0,95,0,11,362,
"Middle Brook",0,173,0,0,0,0,30,0,22,229,
"Middle Brother",0,27,0,0,0,0,23,0,0,48,
"Middle Cove",33,658,12,3,27,7,482,0,118,1339,
"Middle Dural",13,689,3,9,0,4,232,4,54,1014,
"Middle Falbrook",0,74,0,0,0,0,13,0,0,91,
"Middle Flat",0,50,0,0,0,0,7,0,5,51,
"Middle Pocket",0,35,0,0,0,6,77,5,13,141,
"Middleton Grange",224,3360,222,366,0,61,502,12,428,5177,
"Middlingbank",0,14,0,0,0,0,3,0,3,17,
"Midginbil",5,25,0,0,0,0,16,0,20,68,
"Mihi",0,28,0,0,0,0,0,0,6,33,
"Mila",0,29,0,0,0,0,18,0,0,42,
"Milbrodale",0,77,0,0,0,0,20,3,18,119,
"Milbrulong",0,63,0,0,0,0,19,0,15,92,
"Milkers Flat",0,6,0,0,0,0,0,0,0,5,
"Millah Murrah",0,23,0,0,0,0,4,0,4,28,
"Millbank (NSW)",0,66,0,0,0,0,38,0,11,121,
"Miller",235,1448,56,669,0,41,383,5,400,3240,
"Millers Forest",4,252,0,0,0,4,55,0,15,336,
"Millers Point",58,609,30,17,22,6,439,8,294,1485,
"Millfield",12,561,17,3,0,4,244,0,164,1005,
"Millie",0,14,0,0,0,0,3,0,9,29,
"Millingandi",0,256,0,0,3,0,141,4,37,450,
"Millthorpe",6,808,0,0,0,0,339,0,97,1256,
"Milparinka",0,36,0,0,0,0,27,0,11,77,
"Milperra",73,2839,14,118,0,4,700,0,194,3952,
"Milroy (Gunnedah - NSW)",0,48,0,0,0,0,20,0,10,73,
"Milroy (Mid-Western Regional - NSW)",0,26,0,0,0,0,22,0,0,50,
"Milsons Passage",0,12,0,0,0,0,0,0,8,13,
"Milsons Point",76,896,57,23,30,17,754,11,296,2161,
"Milton (NSW)",22,960,0,0,0,8,482,4,190,1668,
"Milvale",0,53,0,0,0,0,7,0,5,72,
"Mimosa (NSW)",0,64,0,0,0,0,18,0,3,87,
"Minchinbury",61,3823,197,503,0,94,681,14,252,5623,
"Mindaribba",0,53,0,0,0,0,17,0,0,76,
"Mingoola (NSW)",0,11,0,0,0,0,4,0,0,20,
"Minimbah",0,119,0,0,0,0,55,0,31,206,
"Minjary",0,39,0,0,0,0,0,0,0,37,
"Minmi",10,452,0,0,0,0,242,5,36,743,
"Minnamurra",3,464,0,3,0,0,233,0,55,758,
"Minnie Water",0,112,0,0,0,0,90,0,30,235,
"Minore",0,110,0,0,0,0,23,0,11,148,
"Minto",393,5896,1210,2110,0,257,1707,43,941,12547,
"Minto Heights",4,238,0,25,0,0,68,0,35,380,
"Mirador",5,240,0,0,0,0,112,4,18,373,
"Miranda (NSW)",297,9641,211,191,33,78,3664,52,1117,15284,
"Mirannie",0,53,0,0,0,0,4,0,7,73,
"Mirrabooka (NSW)",5,462,0,0,0,0,207,0,51,728,
"Mirrool",0,75,0,0,0,0,6,0,9,89,
"Missabotti",3,140,0,0,0,0,126,0,21,295,
"Mitchell (NSW)",6,275,4,21,0,4,226,8,770,1313,
"Mitchells Flat",0,164,0,0,0,0,36,0,7,208,
"Mitchells Island",5,275,0,0,0,0,128,0,53,467,
"Mittagong",63,3398,67,14,12,26,1638,25,521,5768,
"Moama",37,3823,17,4,0,53,1681,9,543,6165,
"Modanville",10,359,0,0,0,9,184,3,62,623,
"Mogareeka",0,19,0,0,0,0,27,0,5,59,
"Mogendoura",5,83,0,0,0,0,76,0,10,186,
"Moggs Swamp",0,33,0,0,0,0,0,0,0,30,
"Mogilla",0,30,0,0,0,0,41,0,7,79,
"Mogo (Eurobodalla - NSW)",0,159,0,0,0,9,119,0,48,322,
"Mogo (Mid-Western Regional - NSW)",0,3,0,0,0,0,0,0,0,6,
"Mogo Creek",0,0,0,0,0,0,0,0,0,0,
"Mogood",0,13,0,0,0,0,10,0,3,24,
"Mograni",0,25,0,0,0,0,0,0,10,30,
"Mogriguy",0,70,0,0,0,0,27,0,14,108,
"Mole River",0,26,0,0,0,3,26,0,6,66,
"Moleville Creek",0,10,0,0,0,0,12,0,7,34,
"Mollyan",0,26,0,0,0,0,6,0,3,31,
"Mollymook",22,638,0,0,0,0,310,10,94,1078,
"Mollymook Beach",37,1444,0,5,0,9,730,8,215,2447,
"Molong",9,1904,0,4,0,14,419,13,214,2579,
"Mona Vale",105,6132,51,34,36,39,3318,48,913,10674,
"Monak",0,26,0,0,0,0,12,0,8,52,
"Monaltrie",4,140,0,0,0,4,35,3,5,201,
"Mondayong",0,0,0,0,0,0,0,0,0,0,
"Mondrook",0,107,0,0,0,0,53,0,16,175,
